"Station2","Date2","Tmax2","Tmin2","Tavg2","DewPoint2","WetBulb2","Heat2","Cool2","CodeSum2","PrecipTotal2","StnPressure2","SeaLevel2","ResultSpeed2","ResultDir2","AvgSpeed2"
"2",2011-07-02,93,73,48,71,43,1,19,"BR",0,"29.31","29.94",3.1,23,"7.5"
"2",2011-07-03,86,70,43,58,34,1,14," ",0,"29.33","29.96",4.4,3,"6.1"
"2",2011-07-04,88,68,43,53,32,1,14,"FU",0,"29.32","29.95",3.3,7,"4.5"
"2",2011-07-05,92,67,45,59,37,1,16," ",0,"29.31","29.94",4.9,26,"5.6"
"2",2011-07-06,87,71,44,60,36,1,15," ",0,"29.33","29.95",5.9,4,"7.3"
"2",2011-07-07,81,66,39,55,32,1,10,"RA",0.07,"29.28","29.93",5.7,7,"7.1"
"2",2011-07-08,86,65,41,52,32,1,12," ",0,"29.22","29.86",5.2,4,"6.5"
"2",2011-07-09,90,67,44,60,37,1,15," ",0,"29.27","29.90",5.4,18,"6.5"
"2",2011-07-10,91,75,48,67,41,1,19,"HZ",0,"29.23","29.87",7.8,19,"8.1"
"2",2011-07-11,90,70,45,70,43,1,16,"TSRA BR",0.13,"29.18","29.81",5.3,24,"8.0"
"2",2011-07-12,88,71,45,64,38,1,16,"RA",0.01,"29.31","29.92",4.5,4,"7.0"
"2",2011-07-13,74,66,35,57,32,1,6," ",0,"29.40","30.04",11.6,4,"12.2"
"2",2011-07-14,82,65,39,56,32,1,10," ",0,"29.35","30.00",7.3,9,"8.7"
"2",2011-07-15,86,71,44,60,36,1,15," ",0,"29.33","29.96",6.2,10,"6.8"
"2",2011-07-16,90,74,47,60,37,1,18," ",0,"29.38","30.00",2.5,19,"2.7"
"2",2011-07-17,95,74,50,69,43,1,21," ",0,"29.41","30.04",6.8,23,"7.2"
"2",2011-07-18,93,81,52,74,46,1,23,"HZ",0,"29.29","29.94",11.2,24,"11.7"
"2",2011-07-19,92,79,51,73,46,1,22,"BR",0,"29.23","29.86",3.2,6,"6.6"
"2",2011-07-20,100,77,54,73,46,1,25,"TS",0,"29.15","29.78",7.6,23,"9.9"
"2",2011-07-21,101,82,57,72,46,1,28," ",0,"29.16","29.77",5.3,26,"10.0"
"2",2011-07-22,100,71,NA,70,43,NA,NA,"TS TSRA BR",0.14,"29.23","29.86",3.8,10,"8.2"
"2",2011-07-23,87,70,44,70,42,1,15,"TSRA RA BR VCTS",0.04,"29.28","29.93",0.7,20,"4.9"
"2",2011-07-24,87,72,45,69,41,1,16,"TS TSRA VCFG",0.02,"29.32","29.95",0.7,20,"5.7"
"2",2011-07-25,90,73,47,67,40,1,18," ",0.01,"29.25","29.89",2.1,35,"6.1"
"2",2011-07-26,85,72,44,62,37,1,15," ",0.01,"29.23","29.86",5.9,6,"8.0"
"2",2011-07-27,92,72,47,66,40,1,18,"TS BR",0,"29.21","29.84",6,16,"9.9"
"2",2011-07-28,88,74,46,71,43,1,17,"TS RA",0,"29.26","29.87",3.3,21,"6.8"
"2",2011-07-29,86,74,45,69,41,1,16,"TSRA BR",0.36,"29.34","29.96",3.5,4,"5.6"
"2",2011-07-30,91,68,45,65,40,1,16," ",0,"29.41","30.03",2,11,"3.4"
"2",2011-07-31,91,73,47,69,42,1,18," ",0,"29.41","30.04",4.5,23,"5.0"
"2",2011-08-01,91,76,49,71,44,1,20,"BR HZ",0,"29.33","29.97",3.1,25,"5.9"
"2",2011-08-02,93,74,49,73,46,1,20,"TS TSRA HZ",0.28,"29.10","29.75",8,20,"8.5"
"2",2011-08-03,87,73,45,66,40,1,16,"BR",0,"29.16","29.78",9.6,1,"10.3"
"2",2011-08-04,82,69,41,67,39,1,12," ",0,"29.30","29.92",4.8,5,"6.7"
"2",2011-08-05,84,70,42,68,40,1,13," ",0,"29.26","29.91",5.2,7,"6.0"
"2",2011-08-06,85,73,44,70,41,1,15,"RA BR",0.69,"29.15","29.80",1.3,3,"3.7"
"2",2011-08-07,87,70,44,69,41,1,15,"RA BR HZ",0.49,"29.09","29.73",3.6,26,"5.6"
"2",2011-08-08,80,69,40,67,39,1,11,"TSRA RA BR",0.29,"29.06","29.70",2.8,6,"5.8"
"2",2011-08-09,82,66,39,61,35,1,10,"BR",0.01,"29.03","29.66",11,27,"11.6"
"2",2011-08-10,78,62,35,54,30,1,6," ",0,"29.20","29.82",4.4,31,"8.0"
"2",2011-08-11,81,60,36,54,30,1,7," ",0,"29.31","29.93",2.7,23,"4.2"
"2",2011-08-12,82,65,39,57,33,1,10," ",0,"29.28","29.93",8.2,19,"8.4"
"2",2011-08-13,84,66,40,63,35,1,11,"TS TSRA GR RA BR",0.93,"29.20","29.84",5.3,24,"7.8"
"2",2011-08-14,75,62,34,60,32,1,5,"RA",0.01,"29.29","29.93",11.7,35,"12.6"
"2",2011-08-15,80,59,35,55,31,1,6," ",0,"29.33","29.96",2.7,5,"5.2"
"2",2011-08-16,83,63,38,56,32,1,9," ",0,"29.38","30.01",2.3,18,"3.0"
"2",2011-08-17,83,65,39,61,36,1,10," ",0,"29.36","30.01",6,21,"6.2"
"2",2011-08-18,85,71,43,62,36,1,14,"HZ",0,"29.28","29.94",2.8,7,"5.2"
"2",2011-08-19,86,67,42,62,37,1,13," ",0,"29.23","29.87",4.7,13,"5.8"
"2",2011-08-20,79,68,39,67,38,1,10,"TSRA RA BR",0.39,"29.28","29.90",2,16,"4.9"
"2",2011-08-21,81,66,39,58,33,1,10,"RA BR",0.01,"29.32","29.95",7,32,"7.6"
"2",2011-08-22,82,61,37,59,33,1,8," ",0,"29.36","30.01",0.7,8,"3.5"
"2",2011-08-23,74,66,35,62,34,1,6,"TSRA RA BR",0.4,"29.18","29.86",8.4,20,"9.5"
"2",2011-08-24,91,70,46,65,39,1,17," ",0,"29.05","29.68",8.1,25,"11.0"
"2",2011-08-25,80,65,38,59,33,1,9," ",0,"29.33","29.93",3.1,2,"7.0"
"2",2011-08-26,83,61,37,58,33,1,8," ",0,"29.32","29.97",1.2,20,"3.4"
"2",2011-08-27,83,67,40,61,35,1,11," ",0,"29.26","29.91",8.1,1,"9.3"
"2",2011-08-28,77,61,34,55,30,1,5," ",0,"29.26","29.91",8.5,1,"9.2"
"2",2011-08-29,78,61,35,57,31,1,6," ",0,"29.36","30.00",1.1,6,"4.2"
"2",2011-08-30,79,64,37,54,30,1,8,"RA",0.02,"29.38","30.02",5.9,15,"6.8"
"2",2011-08-31,88,65,42,64,38,1,13," ",0.05,"29.29","29.94",5.4,17,"7.4"
"2",2011-09-01,94,74,49,70,44,1,20," ",0,"29.26","29.89",5.8,21,"6.3"
"2",2011-09-02,94,79,52,69,43,1,23," ",0,"29.24","29.87",4,20,"6.6"
"2",2011-09-03,87,71,44,68,40,1,15," ",0.15,"29.21","29.85",1.2,20,"5.7"
"2",2011-09-04,74,60,32,55,30,1,3,"RA",0,"29.29","29.92",10.7,32,"11.5"
"2",2011-09-05,67,53,25,46,22,26,1," ",0,"29.43","30.07",15.9,36,"16.6"
"2",2011-09-06,66,57,27,47,23,24,1," ",0,"29.49","30.14",13.8,4,"14.3"
"2",2011-09-07,70,58,29,47,24,2,1," ",0,"29.47","30.13",12.4,2,"13.3"
"2",2011-09-08,74,62,33,54,28,1,4,"RA DZ BR",0.06,"29.36","30.03",14.9,2,"15.2"
"2",2011-09-09,72,64,33,61,32,1,4,"RA BR",0.11,"29.28","29.94",7.9,4,"8.4"
"2",2011-09-10,76,58,32,60,32,1,3,"FG+ BR",0.01,"29.34","29.99",0.9,14,"2.0"
"2",2011-09-11,83,60,37,59,33,1,8,"BR",0,"29.33","29.98",4.3,25,"4.7"
"2",2011-09-12,86,64,40,59,34,1,11," ",0,"29.24","29.90",9.2,23,"9.3"
"2",2011-09-13,76,58,32,55,30,1,3,"HZ FU",0,"29.26","29.89",3.4,31,"7.8"
"2",2011-09-14,60,48,19,45,20,4,1,"RA BR HZ FU",0,"29.47",NA,6,32,NA
"2",2011-09-15,60,44,17,36,14,6,1," ",0,"29.67","30.32",7.2,36,"9.0"
"2",2011-09-16,59,48,19,38,16,4,1," ",0,"29.65","30.33",2.6,13,"3.7"
"2",2011-09-17,69,52,26,44,21,25,1," ",0,"29.59","30.27",8.7,11,"9.6"
"2",2011-09-18,66,56,26,54,26,25,1,"RA DZ BR",0.34,"29.41","30.11",7.4,14,"8.0"
"2",2011-09-19,68,56,27,58,29,24,1,"RA BR",0.41,"29.30","29.96",3.8,26,"5.8"
"2",2011-09-20,75,53,29,54,27,2,1,"FG+ BCFG BR",0.01,"29.33","29.99",5.8,17,"6.1"
"2",2011-09-21,72,57,30,49,25,1,1," ",0,"29.29","29.94",9.4,24,"10.3"
"2",2011-09-22,63,53,23,47,21,28,1," ",0,"29.42","30.08",6.5,25,"7.2"
"2",2011-09-23,62,48,20,46,20,3,1,"RA",0.02,"29.38","30.05",4.1,36,"6.4"
"2",2011-09-24,63,51,22,48,21,29,1,"RA BR",0.07,"29.31","29.98",2.9,4,"5.3"
"2",2011-09-25,65,53,24,53,24,27,1,"RA BR",0.23,"29.18","29.87",4.7,13,"5.8"
"2",2011-09-26,63,53,23,50,22,28,1,"RA BR",0.9,"28.98","29.65",8.1,19,"12.4"
"2",2011-09-27,63,54,24,53,24,27,1,"RA BR",0.25,"29.05","29.70",2.4,5,"7.1"
"2",2011-09-28,64,53,24,54,24,27,1,"RA BR",0.15,"29.12","29.77",5.7,32,"6.7"
"2",2011-09-29,66,51,24,50,23,27,1,"RA DZ BR",0.09,"29.03","29.70",11.2,27,"12.7"
"2",2011-09-30,58,47,18,42,16,5,1,"RA",0.17,"29.37","30.00",15.4,34,"16.3"
"2",2011-10-01,56,44,15,40,14,8,1," ",0,"29.59","30.26",10.7,35,"11.2"
"2",2011-10-02,65,41,18,39,15,5,1," ",0,"29.54","30.22",4.1,32,"4.6"
"2",2011-10-03,70,45,23,44,19,28,1," ",0,"29.54","30.20",3.6,2,"4.1"
"2",2011-10-04,74,46,25,47,22,26,1," ",0,"29.58","30.25",0.7,15,"1.7"
"2",2011-10-05,80,52,31,47,24,1,2," ",0,"29.55","30.21",1.3,17,"2.9"
"2",2011-10-06,81,56,34,50,27,1,5," ",0,"29.57","30.22",3.9,15,"4.6"
"2",2011-10-07,84,59,37,51,28,1,8," ",0,"29.59","30.24",6.4,17,"6.8"
"2",2011-10-08,82,61,37,53,29,1,8," ",0,"29.62","30.27",6.3,19,"6.9"
"2",2011-10-09,80,56,33,51,27,1,4," ",0,"29.62","30.28",3.1,10,"3.8"
"2",2011-10-10,77,58,33,49,27,1,4," ",0,"29.45","30.12",5.9,16,"6.4"
"2",2011-10-11,78,58,33,52,28,1,4," ",0,"29.29","29.97",3.8,13,"4.6"
"2",2011-10-12,77,57,32,51,27,1,3," ",0,"29.08","29.76",6,14,"6.8"
"2",2011-10-13,64,52,23,55,26,28,1,"RA BR",0.49,"28.87","29.53",2.8,24,"6.0"
"2",2011-10-14,61,49,20,41,17,3,1," ",0,"28.97","29.61",15.1,27,"15.3"
"2",2011-10-15,61,47,19,36,15,4,1," ",0,"29.18","29.81",14.9,26,"15.1"
"2",2011-10-16,60,46,18,39,15,5,1,"RA",0.12,"29.15","29.81",6.7,26,"8.1"
"2",2011-10-17,57,40,14,33,11,9,1," ",0,"29.18","29.86",11.2,25,"11.3"
"2",2011-10-18,54,40,12,38,12,11,1,"RA DZ BR",0.02,"29.15","29.83",5.3,36,"7.2"
"2",2011-10-19,49,44,12,41,13,11,1,"RA BR",0.84,"28.97","29.67",19.6,1,"19.9"
"2",2011-10-20,46,42,9,38,11,15,1,"RA",0.07,"29.05","29.69",14.4,31,"14.9"
"2",2011-10-21,54,37,11,34,10,12,1," ",0,"29.39","30.04",4.3,28,"5.7"
"2",2011-10-22,66,38,17,37,14,6,1," ",0,"29.35","30.03",3.7,21,"3.9"
"2",2011-10-23,67,41,19,42,18,4,1,"TSRA RA",0.22,"29.25","29.94",5.9,23,"6.9"
"2",2011-10-24,63,45,19,39,16,4,1,"RA",0.06,"29.41","30.05",5,27,"7.1"
"2",2011-10-25,74,49,27,45,22,24,1,"TS TSRA BR",0.13,"29.19","29.87",9,19,"10.8"
"2",2011-10-26,54,47,16,42,15,7,1,"BR",0,"29.24","29.90",13.9,36,"14.2"
"2",2011-10-27,51,38,10,38,11,14,1,"RA BR",0.16,"29.40","30.05",3.5,1,"6.9"
"2",2011-10-28,54,36,10,32,9,14,1," ",0,"29.43","30.12",5.2,21,"5.7"
"2",2011-10-29,54,36,10,29,7,14,1," ",0,"29.40","30.08",3.8,26,"4.8"
"2",2011-10-30,57,37,12,34,11,11,1,"RA",0.11,"29.34","30.03",10.6,19,"11.2"
"2",2011-10-31,53,39,11,35,10,12,1,"BR",0,"29.41","30.08",4.4,24,"5.1"
"2",2012-05-01,64,52,23,53,25,28,1,"RA BR HZ",0.32,"29.24","29.92",5.5,12,"6.3"
"2",2012-05-02,78,60,34,60,33,1,5,"BR",0,"29.19","29.83",7.5,20,"9.6"
"2",2012-05-03,86,69,43,64,38,1,14,"TSRA RA BR VCTS",0.07,"29.23","29.86",12.8,21,"13.3"
"2",2012-05-04,72,51,27,55,27,24,1,"TSRA BR HZ",0.28,"29.28","29.93",6.8,2,"10.0"
"2",2012-05-05,63,53,23,54,25,28,1,"BR HZ",0,"29.34","30.00",7.4,2,"7.7"
"2",2012-05-06,73,54,29,54,26,2,1,"TSRA BR",0.4,"29.27","29.92",3.4,6,"7.2"
"2",2012-05-07,61,54,23,56,26,28,1,"TSRA RA FG+ FG BR",0.59,"29.20","29.86",1.4,5,"5.1"
"2",2012-05-08,70,51,26,45,22,25,1,"FG+",0.01,"29.20","29.85",8.4,27,"8.9"
"2",2012-05-09,60,46,18,43,17,5,1," ",0,"29.26","29.91",3.9,36,"7.8"
"2",2012-05-10,65,45,20,33,15,3,1," ",0,"29.35","30.00",2.8,4,"5.9"
"2",2012-05-11,78,48,28,38,21,13,1," ",0,"29.44","30.08",9.3,20,"9.8"
"2",2012-05-12,67,51,24,45,20,27,1,"TSRA RA",0.25,"29.57","30.21",5.4,2,"8.8"
"2",2012-05-13,69,53,26,33,17,25,1," ",0,"29.51","30.18",8.4,2,"9.1"
"2",2012-05-14,78,46,27,36,20,24,1," ",0,"29.38","30.05",1.8,14,"4.5"
"2",2012-05-15,84,56,35,44,25,1,6,"RA",0,"29.24","29.90",9.1,24,"11.8"
"2",2012-05-16,63,52,23,33,15,28,1," ",0,"29.44","30.08",11.6,4,"12.6"
"2",2012-05-17,71,49,25,40,20,26,1," ",0,"29.44","30.10",5.3,11,"6.1"
"2",2012-05-18,85,57,36,38,23,1,7," ",0,"29.36","30.02",7.4,15,"8.4"
"2",2012-05-19,91,64,43,52,31,1,14," ",0,"29.35","29.99",7.3,16,"8.6"
"2",2012-05-20,92,65,44,57,34,1,15,"TSRA RA",0.14,"29.34","29.97",9.4,21,"10.9"
"2",2012-05-21,65,54,25,44,21,26,1," ",0,"29.44","30.10",12.5,36,"13.6"
"2",2012-05-22,68,49,24,42,20,27,1," ",0,"29.34","30.01",5.9,4,"7.9"
"2",2012-05-23,82,49,31,41,23,1,2," ",0,"29.16","29.84",5.9,16,"6.6"
"2",2012-05-24,90,67,44,52,32,1,15," ",0,"29.04","29.68",15.1,18,"15.2"
"2",2012-05-25,80,67,39,49,28,1,10," ",0,"29.36","29.96",4.3,5,"10.8"
"2",2012-05-26,82,63,38,54,31,1,9," ",0,"29.41","30.05",10.4,7,"11.3"
"2",2012-05-27,97,73,50,58,37,1,21," ",0,"29.23","29.88",9.4,18,"10.7"
"2",2012-05-28,94,74,49,60,37,1,20,"RA",0.02,"29.10","29.74",14.2,22,"14.9"
"2",2012-05-29,85,64,40,45,28,1,11," ",0,"29.16","29.79",10.2,28,"11.5"
"2",2012-05-30,69,53,26,46,22,25,1," ",0,"29.28","29.90",5.9,36,"10.4"
"2",2012-05-31,55,49,17,45,17,6,1,"RA BR",0.97,"29.25","29.94",12.4,3,"13.0"
"2",2012-06-01,64,49,22,44,18,29,1,"RA BR",0.03,"29.12","29.79",9,36,"10.8"
"2",2012-06-02,74,49,27,47,24,24,1," ",0,"29.10","29.75",11.7,25,"12.2"
"2",2012-06-03,80,56,33,48,27,1,4," ",0,"29.16","29.80",8.6,27,"9.5"
"2",2012-06-04,74,59,32,47,25,1,3," ",0,"29.24","29.87",7.9,2,"9.1"
"2",2012-06-05,69,57,28,49,25,13,1," ",0,"29.35","29.99",9.6,3,"10.1"
"2",2012-06-06,74,56,30,47,25,1,1," ",0,"29.41","30.06",5.7,3,"6.0"
"2",2012-06-07,78,54,31,45,25,1,2," ",0,"29.43","30.09",3.3,9,"6.0"
"2",2012-06-08,87,59,38,48,29,1,9," ",0,"29.33","29.99",6.6,23,"7.2"
"2",2012-06-09,89,66,43,50,31,1,14," ",0,"29.24","29.89",9.4,22,"10.4"
"2",2012-06-10,92,71,47,55,34,1,18," ",0,"29.26","29.89",10.4,18,"10.8"
"2",2012-06-11,90,72,46,63,38,1,17," ",0,"29.18","29.81",9.4,22,"11.1"
"2",2012-06-12,77,62,35,47,26,1,6," ",0,"29.39","30.01",6,34,"10.9"
"2",2012-06-13,71,57,29,45,24,2,1," ",0,"29.49","30.14",8.3,8,"8.4"
"2",2012-06-14,86,60,38,48,28,1,9," ",0,"29.41","30.07",7.3,12,"8.4"
"2",2012-06-15,93,67,45,48,30,1,16," ",0,"29.39","30.03",7.4,15,"8.6"
"2",2012-06-16,94,69,47,60,37,1,18,"RA BR",0.38,"29.29","29.94",11.9,19,"12.7"
"2",2012-06-17,85,68,42,59,35,1,13,"RA BR",0.15,"29.19","29.84",5.3,23,"7.8"
"2",2012-06-18,92,72,47,65,40,1,18," ",0,"29.10","29.72",16.9,21,"17.3"
"2",2012-06-19,94,75,50,65,40,1,21," ",0,"29.28","29.88",13.6,20,"13.9"
"2",2012-06-20,93,76,50,62,39,1,21," ",0,"29.29","29.92",14.8,20,"15.0"
"2",2012-06-21,83,70,42,60,36,1,13," ",0.03,"29.26","29.89",7.2,26,"9.4"
"2",2012-06-22,83,63,38,52,31,1,9," ",0,"29.32","29.95",1.7,5,"5.4"
"2",2012-06-23,86,63,40,55,32,1,11," ",0,"29.34","29.98",3,8,"4.8"
"2",2012-06-24,92,70,46,58,35,1,17," ",0,"29.29","29.93",1.7,3,"8.2"
"2",2012-06-25,74,63,34,48,27,1,5," ",0,"29.40","30.04",15.4,3,"15.7"
"2",2012-06-26,81,63,37,51,29,1,8," ",0,"29.33","29.99",5.6,9,"6.7"
"2",2012-06-27,90,64,42,51,32,1,13," ",0,"29.21","29.86",11.3,20,"11.6"
"2",2012-06-28,101,77,54,68,43,1,25,"TSRA",0.16,"29.14","29.76",8.4,25,"11.2"
"2",2012-06-29,88,70,44,62,38,1,15,"TSRA RA BR HZ",0.28,"29.21","29.81",1.8,35,"8.3"
"2",2012-06-30,89,70,45,68,41,1,16," ",0,"29.17","29.80",6.9,23,"7.4"
"2",2012-07-01,90,66,43,68,41,1,14,"TSRA RA",0.56,"29.29","29.91",2.8,22,"5.6"
"2",2012-07-02,97,74,51,69,43,1,22," ",0,"29.28","29.91",5.8,23,"6.3"
"2",2012-07-03,95,77,51,67,42,1,22," ",0,"29.20","29.83",9.7,23,"10.1"
"2",2012-07-04,101,80,56,68,44,1,27," ",0,"29.21","29.83",8.2,25,"8.9"
"2",2012-07-05,102,79,56,68,44,1,27,"RA",0,"29.25","29.86",4.1,26,"7.0"
"2",2012-07-06,104,83,59,71,46,1,30," ",0,"29.27","29.89",4.9,28,"6.9"
"2",2012-07-07,98,74,51,68,42,1,22," ",0,"29.32","29.93",7.6,1,"10.8"
"2",2012-07-08,85,74,45,56,34,1,16," ",0,"29.39","30.01",12.7,3,"13.1"
"2",2012-07-09,88,68,43,59,35,1,14," ",0,"29.38","30.01",4.9,6,"6.9"
"2",2012-07-10,82,71,42,56,33,1,13," ",0,"29.44","30.07",10.8,4,"11.1"
"2",2012-07-11,86,69,43,57,34,1,14," ",0,"29.44","30.08",7.3,8,"8.8"
"2",2012-07-12,90,71,46,53,33,1,17," ",0,"29.41","30.04",8.1,11,"9.4"
"2",2012-07-13,93,73,48,63,38,1,19,"TSRA",0,"29.37","30.01",3.2,13,"6.6"
"2",2012-07-14,89,71,45,66,39,1,16,"HZ",0,"29.36","30.00",1.1,22,"4.9"
"2",2012-07-15,95,70,48,66,41,1,19," ",0,"29.35","29.99",2.1,21,"6.8"
"2",2012-07-16,98,77,53,65,42,1,24," ",0,"29.25","29.89",8.6,23,"9.2"
"2",2012-07-17,99,80,55,66,43,1,26," ",0,"29.18","29.80",8.9,25,"9.4"
"2",2012-07-18,91,71,46,71,43,1,17,"TSRA BR SQ",0.55,"29.24","29.86",5.3,2,"9.2"
"2",2012-07-19,85,70,43,70,41,1,14,"TSRA RA",0.89,"29.24","29.87",4,5,"9.6"
"2",2012-07-20,82,69,41,61,35,1,12,"DZ",0,"29.39","30.02",10.4,4,"11.1"
"2",2012-07-21,89,69,44,63,38,1,15," ",0,"29.39","30.03",3.4,26,"4.3"
"2",2012-07-22,90,75,48,65,40,1,19," ",0.01,"29.38","30.02",5.9,20,"6.5"
"2",2012-07-23,98,81,55,67,43,1,26," ",0.01,"29.26","29.89",10,24,"10.8"
"2",2012-07-24,88,71,45,66,40,1,16,"TSRA RA BR",0.37,"29.31","29.92",5.6,4,"7.4"
"2",2012-07-25,101,74,53,67,42,1,24," ",0,"29.05","29.71",9.3,20,"12.0"
"2",2012-07-26,89,72,46,69,42,1,17," ",0.07,"29.06","29.68",6,24,"8.8"
"2",2012-07-27,87,70,44,64,38,1,15," ",0.01,"29.22","29.82",4.7,31,"8.9"
"2",2012-07-28,83,71,42,60,35,1,13," ",0,"29.43","30.05",7.1,5,"8.8"
"2",2012-07-29,88,68,43,58,35,1,14," ",0,"29.36","30.01",4.6,14,"6.1"
"2",2012-07-30,93,74,49,61,38,1,20," ",0,"29.24","29.89",6.3,20,"7.4"
"2",2012-07-31,86,71,44,65,39,1,15,"TSRA",0.17,"29.26","29.89",4,4,"8.0"
"2",2012-08-01,89,71,45,63,38,1,16," ",0,"29.24","29.89",3.6,12,"4.8"
"2",2012-08-02,93,71,47,61,38,1,18," ",0,"29.19","29.83",3.3,14,"6.8"
"2",2012-08-03,94,74,49,65,41,1,20," ",0,"29.21","29.84",4.7,10,"5.9"
"2",2012-08-04,95,72,49,68,41,1,20,"TSRA BR",1.02,"29.21","29.83",4.8,19,"6.9"
"2",2012-08-05,85,70,43,59,35,1,14," ",0,"29.41","30.02",5.8,30,"8.3"
"2",2012-08-06,86,67,42,56,33,1,13," ",0,"29.41","30.05",3.1,23,"4.6"
"2",2012-08-07,94,67,46,59,36,1,17," ",0,"29.27","29.92",6,25,"7.3"
"2",2012-08-08,84,75,45,62,37,1,16,"RA",0.01,"29.29","29.93",8.1,6,"8.6"
"2",2012-08-09,77,66,37,62,35,1,8,"TSRA RA",0,"29.21","29.85",7,4,"9.2"
"2",2012-08-10,76,62,34,55,30,1,5,"TSRA RA BR",0.4,"29.24","29.88",13.6,35,"14.4"
"2",2012-08-11,79,58,34,52,28,1,5," ",0,"29.31","29.95",5.8,35,"8.0"
"2",2012-08-12,77,61,34,53,30,1,5," ",0,"29.33","29.98",3.7,22,"4.7"
"2",2012-08-13,72,63,33,61,32,1,4,"RA BR",0.34,"29.29","29.95",0.7,16,"2.1"
"2",2012-08-14,82,59,36,60,33,1,7,"BR",0.01,"29.26","29.90",0.8,11,"4.3"
"2",2012-08-15,86,67,42,59,35,1,13," ",0,"29.25","29.89",5.2,22,"6.3"
"2",2012-08-16,76,64,35,61,34,1,6,"TSRA RA BR",0.31,"29.20","29.83",7.3,22,"9.5"
"2",2012-08-17,77,59,33,52,28,1,4," ",0,"29.33","29.97",3.3,34,"6.4"
"2",2012-08-18,78,57,33,47,26,1,4," ",0,"29.31","29.97",3.2,15,"5.0"
"2",2012-08-19,79,61,35,49,28,1,6," ",0,"29.28","29.92",1.9,11,"4.2"
"2",2012-08-20,76,60,33,54,29,1,4,"TS RA",0.53,"29.31","29.95",2.3,8,"4.0"
"2",2012-08-21,79,58,34,51,28,1,5," ",0,"29.41","30.05",2.1,9,"4.6"
"2",2012-08-22,84,72,NA,51,30,NA,NA," ",0,"29.39",NA,4.7,19,NA
"2",2012-08-23,91,69,45,54,33,1,16," ",0,"29.39","30.03",7,18,"7.3"
"2",2012-08-24,93,71,47,56,35,1,18," ",0,"29.34","29.98",7,18,"7.9"
"2",2012-08-25,94,71,48,56,35,1,19," ",0,"29.36","29.99",7.5,19,"8.2"
"2",2012-08-26,81,68,40,65,37,1,11,"RA DZ BR",3.66,"29.35","29.99",4.1,18,"7.5"
"2",2012-08-27,88,69,44,62,36,1,15,"BR HZ",0,"29.38","30.01",3,4,"6.0"
"2",2012-08-28,85,65,40,60,35,1,11," ",0,"29.42","30.06",4.1,7,"5.7"
"2",2012-08-29,84,70,42,58,34,1,13," ",0,"29.39","30.03",5,11,"5.3"
"2",2012-08-30,91,69,45,57,35,1,16," ",0,"29.34","29.98",8.9,20,"9.5"
"2",2012-08-31,93,72,48,64,39,1,19," ",0,"29.38","30.00",6.4,23,"10.1"
"2",2012-09-01,78,73,41,68,40,1,12,"RA BR",0.25,"29.34","29.98",10,6,"10.4"
"2",2012-09-02,81,75,43,69,41,1,14," ",0,"29.23","29.88",11.4,6,"12.1"
"2",2012-09-03,87,73,45,69,42,1,16," ",0,"29.23","29.87",5,7,"5.9"
"2",2012-09-04,89,68,44,68,41,1,15,"TSRA RA",0.33,"29.22","29.84",2.4,8,"6.5"
"2",2012-09-05,86,66,41,64,37,1,12," ",0.17,"29.16","29.79",3.9,23,"6.4"
"2",2012-09-06,86,70,43,61,36,1,14," ",0,"29.24","29.87",1.8,3,"5.6"
"2",2012-09-07,78,61,35,59,32,1,6,"RA BR",0.2,"29.16","29.80",3.6,34,"8.8"
"2",2012-09-08,73,56,30,49,25,1,1,"RA",0.23,"29.20","29.85",8.2,30,"10.6"
"2",2012-09-09,72,56,29,51,26,2,1," ",0,"29.40","30.02",8.7,35,"9.5"
"2",2012-09-10,77,54,31,47,25,1,2," ",0,"29.49","30.13",4.6,17,"4.9"
"2",2012-09-11,84,59,37,51,29,1,8," ",0,"29.44","30.09",9.9,20,"10.3"
"2",2012-09-12,87,63,40,54,31,1,11," ",0,"29.47","30.11",9.3,21,"9.6"
"2",2012-09-13,72,56,29,55,28,2,1,"RA DZ BR",0.13,"29.59","30.23",7.8,35,"9.9"
"2",2012-09-14,75,54,30,45,24,1,1," ",0,"29.63","30.29",4.1,29,"5.8"
"2",2012-09-15,79,55,32,44,24,1,3," ",0,"29.54","30.21",1.9,15,"3.5"
"2",2012-09-16,78,56,32,46,25,1,3," ",0,"29.37","30.04",4.9,21,"5.5"
"2",2012-09-17,79,59,34,55,29,1,5,"RA",0.17,"29.17","29.84",5,25,"9.0"
"2",2012-09-18,64,50,22,37,16,29,1," ",0,"29.28","29.92",11.2,32,"11.6"
"2",2012-09-19,74,47,26,39,19,25,1," ",0,"29.27","29.94",14,20,"14.2"
"2",2012-09-20,72,56,29,38,20,2,1," ",0,"29.24","29.89",8,27,"9.0"
"2",2012-09-21,61,52,22,45,20,29,1,"RA BR",0.13,"29.20","29.87",1.6,30,"6.6"
"2",2012-09-22,60,47,19,39,15,4,1,"RA",0.01,"29.36","30.00",10,29,"11.0"
"2",2012-09-23,62,43,18,35,13,5,1," ",0,"29.55","30.22",4.4,28,"6.2"
"2",2012-09-24,71,42,22,33,15,29,1," ",0,"29.36","30.06",10.9,22,"11.2"
"2",2012-09-25,77,54,31,51,26,1,2,"BR",0,"29.20","29.87",7.6,20,"7.9"
