"Station","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","SnowFall","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed","BCFG","BR","DZ","FG","FG.","FU","HZ","MIFG","RA","SN","SQ","TS","TSRA","VCTS","RA45","PT45_gt05"
1,2009-08-30,66,51,24,3,47,21,27,1,515,1831,0,0,29.44,30.14,8.2,1,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2009-08-31,68,49,24,2,44,21,27,1,516,1829,0,0,29.55,30.27,4.8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2009-09-01,72,47,25,16,47,22,26,1,517,1827,0,0,29.57,30.31,3.3,4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2009-09-02,73,50,27,14,50,25,24,1,518,1826,0,0,29.51,30.25,4.1,6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2009-09-03,75,56,31,10,54,28,1,2,519,1824,0,0,29.42,30.16,4.7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2009-09-04,75,54,30,11,54,28,1,1,520,1822,0,0,29.44,30.15,3.6,4,4.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-09-05,78,54,31,1,57,30,1,2,521,1821,0,0,29.49,30.21,4.3,4,5.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,1
1,2009-09-06,77,61,34,20,59,32,1,5,522,1819,0,0.03,29.47,30.19,4.2,5,5.3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,16,1
1,2009-09-07,77,59,33,19,59,31,1,4,523,1817,0,0,29.39,NA,5.8,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-09-08,78,60,34,21,60,32,1,5,524,1815,0,0,29.36,30.07,6.6,3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-09-09,78,65,37,24,63,34,1,8,525,1814,0,0,29.42,30.14,6.1,6,6.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14,1
1,2009-09-10,81,64,38,25,62,34,1,9,526,1812,0,0,29.48,30.2,6,6,6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,1
1,2009-09-11,80,61,36,24,59,32,1,7,527,1810,0,0,29.44,30.17,5.1,7,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2009-09-12,79,58,34,22,60,32,1,5,528,1809,0,0,29.41,30.14,3.7,3,4.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,1
1,2009-09-13,80,58,34,22,54,29,1,5,529,1807,0,0,29.39,30.12,1.5,7,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,12,1
1,2009-09-14,84,58,36,25,55,30,1,7,530,1805,0,0,29.34,30.07,0.1,33,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2009-09-15,82,64,38,27,59,32,1,9,531,1803,0,0,29.36,30.07,6.2,2,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2009-09-16,71,59,30,19,54,28,1,1,532,1760,0,0,29.49,30.2,11,5,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2009-09-17,72,50,26,11,52,25,25,1,533,1758,0,0,29.45,30.18,3.4,5,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2009-09-18,79,50,30,19,55,28,1,1,535,1756,0,0,29.46,30.18,5.1,2,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2009-09-19,76,55,31,21,55,28,1,2,536,1755,0,0,29.48,30.21,3.2,10,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2009-09-20,73,54,29,20,56,29,2,1,537,1753,0,0.75,29.28,30.04,6.4,7,7.9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,12,1
1,2009-09-21,67,60,29,20,59,30,2,1,538,1751,0,0,29.26,29.98,3.5,23,4.6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,11,1
1,2009-09-22,77,59,33,24,65,36,1,4,539,1749,0,0,29.28,29.98,5.2,17,7.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1
1,2009-09-23,76,62,34,26,62,33,1,5,540,1748,0,0,29.42,30.12,0.6,32,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2009-09-24,73,64,34,26,63,34,1,5,541,1746,0,0,29.44,30.16,4.3,6,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2009-09-25,70,60,30,22,57,29,1,1,542,1744,0,0.16,29.39,30.12,5.4,11,7.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,11,1
1,2009-09-26,69,55,27,20,56,28,24,1,543,1742,0,0,29.15,29.91,4,27,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2009-09-27,74,50,27,20,53,26,24,1,544,1741,0,0.08,28.84,29.59,8.2,22,10.2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,12,1
1,2009-09-28,62,49,21,11,42,18,30,1,545,1739,0,0.01,28.91,29.61,20.3,29,20.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2009-09-29,60,48,19,13,42,17,4,1,546,1737,0,0,29.28,29.96,9,33,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-09-30,62,47,20,12,40,16,3,1,547,1735,0,0,29.39,30.11,5.7,3,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-10-01,59,41,15,16,46,18,8,1,548,1734,0,0.89,29.13,29.9,9.1,13,9.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2009-10-02,56,47,17,14,46,17,6,1,549,1732,0,0.21,28.8,29.55,10.5,21,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2009-10-03,57,47,17,13,47,18,6,1,550,1730,0,0.11,29.02,29.7,6.9,26,7.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2009-10-04,60,45,18,12,43,16,5,1,552,1729,0,0,29.28,29.98,9,28,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-10-05,62,43,18,12,42,16,5,1,553,1727,0,0,29.29,30.03,1.8,8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2009-10-06,61,49,20,1,47,20,3,1,554,1725,0,0.03,28.9,29.65,8.8,24,14.9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2009-10-07,60,45,18,11,39,15,5,1,555,1724,0,0,29.24,29.95,9.2,26,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-10-08,53,45,14,15,46,17,9,1,556,1722,0,0.12,29.18,29.92,3.3,21,4.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2009-10-09,52,39,11,17,43,14,12,1,557,1720,0,0.46,29.21,29.93,9.4,34,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-10-10,48,31,5,7,30,4,19,1,558,1719,0,0,29.49,30.21,7.4,28,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-10-11,44,29,2,9,22,1,22,1,559,1717,0,0,29.6,30.35,1.5,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-10-12,48,41,10,17,36,10,14,1,600,1715,0,0.02,29.44,30.18,0.6,19,3.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2009-10-13,47,34,6,4,32,7,18,1,602,1714,0,0,29.6,30.35,8.5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2009-10-14,48,42,10,16,36,10,14,1,603,1712,0,0.03,29.4,30.17,11,9,11.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2009-10-15,44,41,8,2,38,9,16,1,604,1711,0,0.29,29.26,30,8.2,6,9.1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2009-10-16,45,39,7,2,36,8,17,1,605,1709,0,0.04,29.41,30.13,8.2,35,8.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-10-17,52,36,9,16,33,8,15,1,606,1707,0,0,29.57,30.3,8,34,8.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-10-18,53,31,7,17,33,8,17,1,607,1706,0,0,29.49,30.25,6.1,21,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-10-19,65,44,20,22,41,16,3,1,608,1704,0,0,29.25,30,11.4,21,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-10-20,62,48,20,23,48,21,3,1,610,1703,0,0.03,29.31,30.03,4,19,5.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1
1,2009-10-21,69,55,27,30,52,25,24,1,611,1701,0,0,29.25,29.99,11.4,21,11.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1
1,2009-10-22,58,48,18,21,48,19,5,1,612,1660,0,1.03,29.18,29.94,8.4,5,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1,2009-10-23,61,42,17,21,49,19,6,1,613,1658,0,0.89,28.73,29.48,6.2,18,16.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,18,1
1,2009-10-24,50,38,9,13,37,9,15,1,614,1657,0,0.04,29.03,29.73,8.3,26,8.9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,19,1
1,2009-10-25,62,44,18,23,45,18,5,1,616,1656,0,0.27,29.26,29.96,5.5,19,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20,1
1,2009-10-26,55,49,17,22,48,18,6,1,617,1654,0,0.11,29.28,30.02,4.9,21,7.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21,1
1,2009-10-27,51,45,13,18,45,16,10,1,618,1653,0,0.06,29.19,29.94,4.4,5,6.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22,1
1,2009-10-28,57,50,19,25,49,20,4,1,619,1651,0,0,29.28,29.99,3.1,14,4.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22,1
1,2009-10-29,60,47,19,25,50,21,4,1,620,1650,0,0.6,29.21,29.98,12.5,14,12.7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,23,1
1,2009-10-30,67,46,22,29,53,25,29,1,622,1649,0,0.81,28.79,29.55,15.6,20,17.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,24,1
1,2009-10-31,46,35,6,13,31,7,18,1,623,1647,0,0,29.18,29.86,11.1,26,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
1,2010-05-01,70,58,29,29,53,27,2,1,448,1849,0,0.11,28.89,29.6,9.1,21,9.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25,1
1,2010-05-02,69,53,26,25,52,25,25,1,447,1850,0,0.93,28.9,29.61,4.4,25,6.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,26,1
1,2010-05-03,72,50,26,25,45,22,25,1,446,1851,0,0,29.07,29.77,8.8,25,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
1,2010-05-04,79,50,30,29,44,23,1,1,444,1852,0,0,29.05,29.77,13.9,21,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
1,2010-05-05,72,56,29,27,37,20,2,1,443,1853,0,0,29.08,29.77,10.2,27,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
1,2010-05-06,63,46,20,18,39,15,3,1,442,1855,0,0.01,29.27,29.99,5.7,3,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1
1,2010-05-07,59,45,17,11,46,17,6,1,441,1856,0,0.72,28.98,29.73,2.6,34,13.2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,26,1
1,2010-05-08,50,42,11,2,35,10,12,1,439,1857,0,0.02,29.36,30.05,14.5,30,15.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,1
1,2010-05-09,58,38,13,16,29,9,10,1,438,1858,0,0,29.59,30.31,2.5,35,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
1,2010-05-10,58,41,15,14,31,11,8,1,437,1859,0,0,29.47,30.24,13.5,11,14.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,1
1,2010-05-11,52,44,13,17,46,16,10,1,436,1860,0,0.97,29.16,29.9,5.6,9,9.9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,27,1
1,2010-05-12,51,44,13,17,45,15,10,1,435,1901,0,0.12,29.36,30.1,8.9,6,10.4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,27,1
1,2010-05-13,73,48,26,21,53,24,25,1,434,1902,0,1.49,29.23,29.93,4.8,25,12.3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,28,1
1,2010-05-14,66,47,22,1,44,19,29,1,433,1903,0,0,29.46,30.17,10.9,26,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
1,2010-05-15,61,43,17,14,42,17,6,1,432,1904,0,0,29.53,30.26,4.1,4,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
1,2010-05-16,66,41,19,13,43,18,4,1,431,1905,0,0,29.44,30.18,9.7,5,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
1,2010-05-17,58,50,19,13,42,17,4,1,430,1906,0,0.01,29.29,30.04,9.6,3,9.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,1
1,2010-05-18,65,46,21,12,40,17,30,1,429,1907,0,0,29.26,29.99,9.1,3,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
1,2010-05-19,74,44,24,1,39,20,27,1,428,1908,0,0,29.31,30.02,5.7,4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
1,2010-05-20,74,47,26,18,49,24,25,1,427,1909,0,0.05,29.29,30.02,6.8,13,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,1
1,2010-05-21,73,56,30,22,58,29,1,1,426,1910,0,0.21,29.15,29.88,4.6,10,6.3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,27,1
1,2010-05-22,74,58,31,23,59,30,1,2,425,1911,0,0,29.23,29.94,3.4,12,5.4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,26,1
1,2010-05-23,89,62,41,33,66,38,1,12,425,1912,0,0,29.26,29.97,9.8,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
1,2010-05-24,91,70,46,37,67,41,1,17,424,1913,0,0,29.33,30.03,6.6,14,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
1,2010-05-25,88,69,44,35,62,37,1,15,423,1914,0,0,29.33,30.04,5.1,13,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
1,2010-05-26,87,66,42,33,63,37,1,13,422,1915,0,0,29.29,30,3.1,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
1,2010-05-27,77,61,34,25,50,28,1,5,422,1916,0,0,29.31,30.03,10.4,3,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
1,2010-05-28,79,57,33,23,50,27,1,4,421,1916,0,0,29.28,30.01,7.8,3,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
1,2010-05-29,86,59,38,27,57,32,1,9,421,1917,0,0,29.23,29.95,5,5,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
1,2010-05-30,91,61,41,30,59,35,1,12,420,1918,0,0,29.16,29.88,4.6,18,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
1,2010-05-31,81,66,39,28,64,36,1,10,420,1919,0,0.26,29.15,29.86,0.6,24,4.7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22,1
1,2010-06-01,85,63,39,28,62,36,1,10,419,1920,0,0,29.1,29.84,5.1,19,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22,1
1,2010-06-02,77,57,32,21,61,33,1,3,419,1920,0,1.02,29,29.71,3.6,34,8.7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,23,1
1,2010-06-03,71,56,29,18,46,24,2,1,418,1921,0,0,29.1,29.81,6.7,4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
1,2010-06-04,83,57,35,24,60,34,1,6,418,1922,0,0,29,29.73,7.8,22,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
1,2010-06-05,79,60,35,23,65,36,1,6,417,1923,0,0.15,28.95,29.66,5,23,7.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21,1
1,2010-06-06,76,55,31,18,55,28,1,2,417,1923,0,0,29.16,29.84,9.2,32,11.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1
1,2010-06-07,70,54,27,12,49,24,24,1,417,1924,0,0,29.34,30.05,6.4,8,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
1,2010-06-08,67,58,28,11,57,28,13,1,417,1925,0,0.45,29.22,29.97,8.8,13,10.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20,1
1,2010-06-09,83,65,39,26,56,32,1,10,416,1925,0,0,29.13,29.84,10.2,28,10.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,1
1,2010-06-10,77,58,33,19,54,29,1,4,416,1926,0,0,29.26,29.96,4.8,7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2010-06-11,89,64,42,28,67,40,1,13,416,1926,0,0.02,29.18,29.89,8.8,19,10.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19,1
1,2010-06-12,77,62,35,20,63,34,1,6,416,1927,0,0.34,29.25,29.96,3.9,4,8.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19,1
1,2010-06-13,71,62,32,1,62,33,1,3,416,1927,0,0.25,29.26,29.98,3.5,9,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19,1
1,2010-06-14,70,60,30,11,61,31,1,1,416,1928,0,0,29.23,29.94,6.2,4,6.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20,1
1,2010-06-15,79,60,35,20,66,36,1,6,416,1928,0,0.59,29.16,29.89,2.2,19,5.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20,1
1,2010-06-16,82,63,38,22,61,34,1,9,416,1929,0,0,29.28,29.98,5.9,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
1,2010-06-17,84,64,39,23,62,36,1,10,416,1929,0,0,29.3,30.01,5.8,14,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
1,2010-06-18,90,67,44,27,66,38,1,15,416,1929,0,0.87,29.18,29.92,6.8,21,10.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19,1
1,2010-06-19,85,66,41,24,61,35,1,12,416,1930,0,0,29.24,29.94,9.8,28,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
1,2010-06-20,81,64,38,21,61,34,1,9,416,1930,0,0,29.34,30.04,3.8,8,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
1,2010-06-21,85,67,41,24,66,38,1,12,416,1930,0,0.22,29.26,29.97,5.6,16,8.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18,1
1,2010-06-22,85,69,42,25,68,40,1,13,417,1931,0,0,29.28,29.98,5.9,23,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2010-06-23,87,69,43,26,70,40,1,14,417,1931,0,0.87,29.16,29.89,10.2,22,11.5,0,1,0,0,0,0,0,0,1,0,0,1,1,0,18,1
1,2010-06-24,84,65,40,22,60,34,1,11,417,1931,0,0,29.33,30.03,5.4,32,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2010-06-25,84,62,38,20,62,36,1,9,417,1931,0,0,29.28,30,6.4,20,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2010-06-26,87,69,43,25,66,39,1,14,418,1931,0,0.85,29.1,29.83,1,11,6.7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,1
1,2010-06-27,85,72,44,26,70,42,1,15,418,1931,0,0.54,28.9,29.62,7.4,24,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2010-06-28,82,63,38,20,59,34,1,9,419,1931,0,0,29.08,29.76,9.4,31,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2010-06-29,75,59,32,12,53,28,1,3,419,1931,0,0,29.41,30.09,6.2,4,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2010-06-30,75,56,31,14,50,26,1,2,419,1931,0,0,29.54,30.25,3.7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2010-07-01,77,55,31,14,48,26,1,2,420,1931,0,0,29.59,30.33,5,9,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2010-07-02,83,59,36,1,53,30,1,7,420,1931,0,0,29.47,30.2,7.9,19,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2010-07-03,87,60,39,20,56,32,1,10,421,1931,0,0,29.31,30.04,8.5,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2010-07-04,91,68,45,26,66,40,1,16,422,1930,0,0,29.2,29.91,10.2,22,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2010-07-05,91,78,50,31,64,40,1,21,422,1930,0,0,29.2,29.9,15,20,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2010-07-06,90,73,47,28,69,42,1,18,423,1930,0,0.37,29.26,29.96,8.4,22,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,1
1,2010-07-07,93,71,47,28,70,42,1,18,423,1930,0,0.2,29.34,30.03,3.5,23,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2010-07-08,88,73,46,26,70,42,1,17,424,1929,0,0.16,29.27,29.99,2.7,32,5.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13,1
1,2010-07-09,88,70,44,24,59,36,1,15,425,1929,0,0,29.26,29.98,6.3,36,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2010-07-10,89,69,44,24,61,37,1,15,425,1929,0,0,29.23,29.95,6.3,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2010-07-11,85,66,41,21,63,36,1,12,426,1928,0,0.79,29.08,29.81,5.6,23,7.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,14,1
1,2010-07-12,84,65,40,20,65,37,1,11,427,1928,0,0,29.05,29.76,1.7,35,3.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2010-07-13,84,70,42,22,65,38,1,13,428,1927,0,0.17,29.18,29.87,5.4,10,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2010-07-14,90,70,45,25,71,43,1,16,428,1927,0,0,29.25,29.96,9.2,17,10.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2010-07-15,90,71,46,25,69,42,1,17,429,1926,0,0.01,29.21,29.91,7,27,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2010-07-16,90,67,44,23,62,37,1,15,430,1925,0,0,29.23,29.95,7.4,25,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2010-07-17,93,71,47,26,63,39,1,18,431,1925,0,0,29.18,29.89,5.6,28,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2010-07-18,92,72,47,26,69,42,1,18,432,1924,0,0.01,29.1,29.82,7,25,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2010-07-19,84,69,42,21,66,39,1,13,433,1923,0,0.01,29.18,29.89,2.3,24,4.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2010-07-20,86,68,42,21,68,39,1,13,433,1923,0,0,29.21,29.92,5.4,23,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2010-07-21,91,72,47,26,65,39,1,18,434,1922,0,0,29.29,30,4.7,31,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2010-07-22,90,69,45,24,71,43,1,16,435,1921,0,0.01,29.16,29.89,10.8,20,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2010-07-23,94,70,47,26,71,43,1,18,436,1920,0,2.79,29.15,29.85,11.2,24,11.8,0,1,0,0,0,0,0,0,1,0,0,1,1,0,11,1
1,2010-07-24,87,69,43,22,71,42,1,14,437,1919,0,3.64,29.16,29.86,2.6,28,8.9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12,1
1,2010-07-25,81,66,39,18,59,34,1,10,438,1918,0,0,29.36,30.06,8.7,2,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2010-07-26,84,61,38,1,62,36,1,9,439,1918,0,0,29.38,30.09,4.5,12,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2010-07-27,88,68,43,22,67,40,1,14,440,1917,0,0,29.28,30.01,5.6,21,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2010-07-28,88,73,46,25,71,43,1,17,441,1916,0,0,29.24,29.94,6.8,28,9.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1
1,2010-07-29,82,67,40,19,58,34,1,11,442,1915,0,0,29.36,30.07,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
1,2010-07-30,80,69,40,19,60,34,1,11,443,1914,0,0,29.25,29.98,5.5,17,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1
1,2010-07-31,80,65,38,1,64,36,1,9,444,1913,0,0.68,29.14,29.86,3.6,13,5.8,0,1,0,0,0,0,0,0,1,0,0,1,1,0,9,1
1,2010-08-01,86,65,41,21,65,37,1,12,445,1911,0,0,29.23,29.94,2.4,13,4.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,1
1,2010-08-02,84,67,41,21,67,39,1,12,446,1910,0,0,29.26,29.96,6.3,21,6.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1
1,2010-08-03,86,66,41,21,71,42,1,12,447,1909,0,0.28,29.2,29.91,2.6,21,3.3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11,1
1,2010-08-04,83,71,42,22,72,42,1,13,448,1908,0,0.48,29.15,29.85,4.1,27,4.9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12,1
1,2010-08-05,83,68,41,21,62,36,1,12,449,1907,0,0,29.13,29.84,10.6,29,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2010-08-06,82,64,38,18,59,33,1,9,450,1906,0,0,29.22,29.93,6.3,29,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2010-08-07,83,62,38,18,64,37,1,9,451,1904,0,0,29.2,29.92,7.6,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2010-08-08,87,69,43,23,67,39,1,14,452,1903,0,0.08,29.13,29.86,9.3,22,9.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,1
1,2010-08-09,88,72,45,25,71,43,1,16,453,1902,0,0.15,29.2,29.9,4.1,24,7.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1
