"X","Longitude","Latitude","Season_code_1","Season_code_2","Season_code_3","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","Sunrise","Sunset","Tmin2","Tavg","Depart","Heat","DewPoint","TrapClusterNum_7","TrapClusterNum_9","TrapClusterNum_1","TrapClusterNum_5","TrapClusterNum_8","TrapClusterNum_6","TrapClusterNum_2","TrapClusterNum_10","TrapClusterNum_4","TrapClusterNum_3","Month_6","Month_8","Month_9","Month_10","Month_7","Month_5","ParasiticIn","Influenza","Tmax2","Tavg2","Heat2","Tmax","Tmin","Cool","StnPressure2","WetBulb2","FG2","BR2","TS","TSRA","TS2","TSRA2","HZ","RA","AvgSpeed2","AvgSpeed","ResultSpeed","RA45","RA45_2","pre45_1_2","pre45_1","PrecipTotal"
1558,-87.760886,41.907645,0,1,0,0,0,1,2,0,0,0,417,1923,47,27,11,24,44,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.28,0.85,80,29,2,79,44,1,29.23,23,0,0,0,0,0,0,0,0,7.2,6.7,5.8,13.1155290375629,12.0216409366304,1,1,0
3220,-87.599862,41.673408,0,0,1,0,6,27,4,0,0,0,518,1826,79,49,34,1,69,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,94,52,1,92,76,20,29.24,43,0,0,0,0,0,0,1,0,6.6,7.4,4.9,12,11,0,1,0
1881,-87.757639,41.964242,0,1,0,0,0,1,2,0,0,0,431,1925,58,29,2,2,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.26,0.6,70,29,2,70,57,1,29.21,26,0,0,0,0,0,0,0,0,10.4,10.8,10.6,15,16,1,1,0
2647,-87.627796,41.821582,0,1,0,0,0,1,3,0,0,0,419,1931,66,39,20,1,62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,89,43,1,88,60,10,29.34,36,0,0,0,0,1,1,0,0,10.6,9.4,8.2,18,17,1,1,0
1349,-87.546587,41.740641,0,0,1,0,24,9,0,0,0,1,542,1744,67,39,31,1,65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,83,40,1,85,63,10,29.29,38,0,0,1,0,0,1,0,1,9.4,10.5,7.9,14,10,1,1,0.27
2107,-87.752411,41.778297,0,1,0,0,0,2,1,0,0,0,457,1856,63,38,18,1,55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,86,40,1,86,60,9,29.44,32,0,0,0,0,0,0,0,0,4,3.8,1.5,14,11,1,0,0
4127,-87.538693,41.659112,0,1,0,0,36,68,11,0,0,0,452,1903,69,37,1,1,56,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,79,39,1,78,65,8,29.33,31,0,0,0,0,0,0,0,0,10.8,9.3,8.6,11,15,0,1,0
75,-87.719887,41.852652,0,1,0,0,0,5,1,0,0,0,418,1931,73,46,28,1,69,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26,0.8,91,47,1,92,70,17,29.45,41,0,1,0,1,0,0,1,0,8.1,7.1,6.1,19,18,0,1,0.16
4296,-87.725057,41.951866,0,1,0,0,0,11,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
4501,-87.736812,41.798697,0,0,1,0,0,9,0,0,0,0,536,1755,70,42,32,1,68,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
3479,-87.696269,41.868142,0,1,0,0,0,0,2,0,0,0,417,1924,54,25,14,26,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
3095,-87.590773,41.754292,0,1,0,0,1,0,0,0,0,0,503,1848,67,41,23,1,63,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
2679,-87.725057,41.951866,0,1,0,0,0,1,4,0,0,0,426,1928,70,45,25,1,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
4240,-87.671457,41.947227,0,1,0,0,7,21,0,0,0,0,506,1843,67,38,20,1,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
3603,-87.689778,41.986921,0,1,0,0,0,0,3,0,0,0,416,1930,70,40,23,1,65,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,85,43,1,82,68,11,29.39,36,0,0,0,0,0,1,0,1,9.6,9.5,7.4,19,18,1,1,0.79
4402,-87.600963,41.728495,0,0,1,0,10,11,0,0,0,0,522,1819,62,37,23,1,58,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
2946,-87.716788,41.89923,0,1,0,0,0,17,3,0,0,0,449,1907,70,41,21,1,68,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.25,0.57,84,42,1,83,69,12,29.26,40,0,0,0,0,0,0,0,1,6,5.5,4,11,9,0,1,0
1006,-87.701431,41.906638,0,0,1,0,18,2,0,0,0,0,520,1822,67,41,26,1,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
3321,-87.707394,41.753391,0,0,1,0,0,9,3,0,0,0,532,1760,48,17,4,6,40,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.25,0.57,59,19,4,58,46,1,29.65,16,0,0,0,0,0,0,0,0,3.7,3.3,1.4,13,13,0,1,0
3224,-87.930995,41.957799,0,0,1,0,2,36,7,0,0,0,528,1809,64,40,28,1,59,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.25,0.57,86,40,1,86,64,11,29.24,34,0,0,0,0,0,0,0,0,9.3,10.9,10.5,12,12,0,1,0
2165,-87.688267,41.903002,0,1,0,0,0,6,0,0,0,0,510,1839,61,36,19,1,61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,82,37,1,83,59,7,29.39,34,0,0,0,0,0,0,0,0,8.6,9.2,9.1,12,11,0,0,0
2365,-87.890615,41.974689,0,0,1,0,11,27,2,0,0,0,542,1744,60,30,22,1,57,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.26,0.6,70,30,1,70,60,1,29.44,29,0,1,0,0,0,0,0,1,6.3,7.3,5.4,11,10,1,0,0.16
2333,-87.700117,41.932094,0,0,1,0,1,1,2,0,0,0,533,1758,54,26,11,25,52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,71,28,13,72,50,1,29.51,26,0,0,0,0,0,0,0,0,5.4,4.2,3.4,11,9,1,0,0
2675,-87.730698,41.948167,0,1,0,0,0,1,5,0,0,0,426,1928,70,45,25,1,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
4178,-87.654224,41.867108,0,1,0,0,39,14,0,0,0,0,459,1854,57,30,15,1,53,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
3842,-87.930995,41.957799,0,1,0,0,0,0,2,0,0,0,433,1923,75,49,28,1,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
2691,-87.679447,41.801179,0,1,0,0,0,14,2,0,0,0,426,1928,70,45,25,1,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
2887,-87.703736,41.704336,0,1,0,0,0,2,0,0,0,0,442,1915,74,44,23,1,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
3550,-87.66214,42.010412,0,1,0,0,0,3,1,0,0,0,416,1928,57,32,1,1,51,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,76,32,1,78,56,3,29.4,26,0,0,0,0,0,0,0,0,7.8,7.9,6.6,20,17,1,1,0
2245,-87.535198,41.680946,0,0,1,0,0,0,1,0,0,0,519,1824,57,31,10,1,54,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,75,31,1,75,56,2,29.48,29,0,1,0,0,0,0,0,0,5.9,6,4.7,16,12,1,0,0
4595,-87.654491,41.891118,0,0,1,0,0,1,0,0,0,0,543,1742,55,28,21,13,52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
2335,-87.69181,41.963976,0,0,1,0,0,4,0,0,0,0,533,1758,54,26,11,25,52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,71,28,13,72,50,1,29.51,26,0,0,0,0,0,0,0,0,5.4,4.2,3.4,11,9,1,0,0
553,-87.763416,41.801498,0,1,0,0,3,1,0,0,0,0,451,1904,73,47,27,1,73,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
3678,-87.707973,41.682587,0,1,0,0,0,206,41,0,0,0,419,1931,68,40,22,1,61,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.24,0.72,83,41,1,83,67,11,28.97,34,0,0,0,0,0,0,0,1,9.8,10.9,10.5,21,20,1,1,0
4498,-87.747113,41.991429,0,0,1,0,0,11,0,0,0,0,536,1755,70,42,32,1,68,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
4405,-87.590773,41.754292,0,0,1,0,0,1,0,0,0,0,522,1819,62,37,23,1,58,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
2898,-87.666014,41.720848,0,1,0,0,0,13,5,0,0,0,442,1915,74,44,23,1,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
2314,-87.777189,41.960616,0,0,1,0,0,1,1,0,0,0,533,1758,54,26,11,25,52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.26,0.6,71,28,13,72,50,1,29.51,26,0,0,0,0,0,0,0,0,5.4,4.2,3.4,11,9,1,0,0
4577,-87.716788,41.89923,0,0,1,0,0,17,0,0,0,0,543,1742,55,28,21,13,52,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
3638,-87.805059,41.973845,0,1,0,0,0,5,6,0,0,0,418,1931,66,42,24,1,67,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.24,0.72,91,44,1,90,64,13,29.08,38,0,1,0,0,0,0,0,0,6.8,7.2,7.2,20,19,1,1,0.92
1383,-87.736812,41.798697,0,0,1,0,17,6,0,0,0,4,552,1729,56,32,28,1,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.27,0.77,83,35,1,82,51,3,29.39,31,0,0,0,0,0,0,1,0,5.9,4.6,3.9,12,9,1,1,0
4002,-87.752411,41.778297,0,1,0,0,0,4,3,0,0,0,445,1911,61,36,10,1,57,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,82,37,1,81,61,7,29.29,31,0,0,0,0,0,0,0,0,7.1,7.8,7.6,11,14,0,1,0
1873,-87.805059,41.973845,0,1,0,0,1,0,0,0,0,0,431,1925,58,29,2,2,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.26,0.6,70,29,2,70,57,1,29.21,26,0,0,0,0,0,0,0,0,10.4,10.8,10.6,15,16,1,1,0
421,-87.757639,41.964242,0,1,0,0,2,5,2,0,0,0,445,1911,69,46,26,1,62,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
1954,-87.69181,41.963976,0,1,0,0,1,7,8,0,0,0,437,1919,62,37,10,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,83,38,1,83,61,8,29.14,34,0,0,0,1,0,1,0,1,9.6,9.8,8.9,16,14,1,1,0.14
3120,-87.746381,41.925198,0,1,0,0,0,6,0,0,0,0,511,1837,61,36,19,1,58,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
3495,-87.612922,41.754676,0,1,0,0,0,0,2,0,0,0,417,1924,54,25,14,26,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
3205,-87.612922,41.754676,0,0,1,0,0,1,0,0,0,0,517,1827,74,47,32,1,71,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,94,49,1,93,71,18,29.26,44,0,0,0,0,0,0,0,0,6.3,5.9,5.2,12,11,0,1,0
2592,-87.629798,41.878114,0,1,0,0,0,1,2,0,0,0,417,1931,60,29,15,2,56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,68,29,2,68,60,1,29.13,28,0,0,0,0,0,0,0,0,8.7,9.6,9.4,20,16,1,1,0
3574,-87.805059,41.973845,0,1,0,0,0,3,6,0,0,0,416,1930,70,40,23,1,65,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.24,0.72,85,43,1,82,68,11,29.39,36,0,0,0,0,0,1,0,1,9.6,9.5,7.4,19,18,1,1,0.79
3895,-87.649642,41.732984,0,1,0,0,0,65,15,0,0,0,433,1923,75,49,28,1,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
3847,-87.805059,41.973845,0,1,0,0,0,1,1,0,0,0,433,1923,75,49,28,1,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
3716,-87.756155,41.904194,0,1,0,0,0,0,20,0,0,0,424,1929,71,43,23,1,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
3634,-87.535198,41.680946,0,1,0,0,0,6,2,0,0,0,416,1930,70,40,23,1,65,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,85,43,1,82,68,11,29.39,36,0,0,0,0,0,1,0,1,9.6,9.5,7.4,19,18,1,1,0.79
883,-87.769279,41.994991,0,1,0,0,3,0,0,0,0,0,509,1840,69,40,22,1,67,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
3359,-87.807277,42.009876,0,0,1,0,0,12,1,0,0,0,540,1748,48,20,14,3,44,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
1357,-87.800991,41.95469,0,0,1,0,53,29,0,0,0,0,552,1729,56,32,28,1,56,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.27,0.77,83,35,1,82,51,3,29.39,31,0,0,0,0,0,0,1,0,5.9,4.6,3.9,12,9,1,1,0
3405,-87.605294,41.750498,0,0,1,0,1,3,0,1,0,0,540,1748,48,20,14,3,44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
1314,-87.676709,41.688324,0,0,1,0,4,14,0,0,0,0,541,1746,71,44,36,1,63,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
4132,-87.807277,42.009876,0,1,0,0,23,11,0,0,0,0,459,1854,57,30,15,1,53,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
476,-87.64886,41.862292,0,1,0,0,16,24,1,0,0,0,445,1911,69,46,26,1,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
713,-87.655232,41.896282,0,1,0,0,7,17,1,0,0,0,459,1854,72,41,22,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
1021,-87.656913,41.846283,0,0,1,0,0,1,0,0,0,0,520,1822,67,41,26,1,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
4298,-87.716788,41.89923,0,1,0,0,47,0,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
3627,-87.599862,41.673408,0,1,0,0,0,7,4,0,0,0,416,1930,70,40,23,1,65,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,85,43,1,82,68,11,29.39,36,0,0,0,0,0,1,0,1,9.6,9.5,7.4,19,18,1,1,0.79
4597,-87.654224,41.867108,0,0,1,0,0,0,7,0,0,0,543,1742,55,28,21,13,52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
4384,-87.666901,41.868077,0,0,1,0,0,14,0,0,0,0,522,1819,62,37,23,1,58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
607,-87.648064,41.721474,0,1,0,0,0,5,2,0,0,0,451,1904,73,47,27,1,73,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
1543,-87.590773,41.754292,0,1,0,0,0,0,1,0,0,0,419,1920,50,19,2,4,46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,61,21,30,60,48,1,29.42,20,0,1,0,0,0,0,0,1,9.2,8,7.4,12.0883152079486,11.048196270827,1,1,0.12
2399,-87.696269,41.868142,0,0,1,0,1,2,1,0,0,0,542,1744,60,30,22,1,57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,70,30,1,70,60,1,29.44,29,0,1,0,0,0,0,0,1,6.3,7.3,5.4,11,10,1,0,0.16
2876,-87.736812,41.798697,0,1,0,0,4,2,7,0,0,0,442,1915,74,44,23,1,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
136,-87.629798,41.878114,0,1,0,0,0,0,1,0,0,0,419,1931,56,28,16,13,55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26,0.8,71,29,2,70,56,1,29.47,29,0,0,0,0,0,0,0,0,8.2,8.3,7.6,18,18,0,1,0
3412,-87.562889,41.766202,0,0,1,0,0,2,0,0,0,0,540,1748,48,20,14,3,44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
3116,-87.757639,41.964242,0,1,0,0,0,14,0,0,0,0,511,1837,61,36,19,1,58,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
1032,-87.696293,41.869107,0,0,1,0,14,3,0,0,0,0,521,1821,72,43,29,1,63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,47,1,90,66,14,29.31,38,0,0,0,0,0,0,0,1,6.7,6.5,6.4,18,12,1,1,0
3765,-87.562889,41.766202,0,1,0,0,0,0,1,0,0,1,424,1929,71,43,23,1,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
1846,-87.642984,41.803423,0,1,0,0,0,5,1,0,0,0,425,1929,67,38,18,1,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,84,41,1,82,63,9,29.41,37,0,1,0,0,0,0,0,1,4.6,4.9,4.4,18,16,1,1,0.08
1304,-87.696269,41.868142,0,0,1,0,2,0,0,0,0,0,541,1746,71,44,36,1,63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
3156,-87.632085,41.921965,0,1,0,0,0,0,0,0,0,1,511,1837,61,36,19,1,58,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
3797,-87.716788,41.89923,0,1,0,0,0,40,1,0,0,0,427,1928,60,36,10,1,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
187,-87.824812,41.974089,0,1,0,0,0,1,3,0,0,0,426,1928,63,35,11,1,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.29,0.67,77,35,1,77,62,6,29.28,28,0,0,0,0,0,0,0,0,11.2,10.9,8.8,15,15,0,0,0
2119,-87.700117,41.932094,0,1,0,0,0,1,1,0,0,0,457,1856,63,38,18,1,55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,86,40,1,86,60,9,29.44,32,0,0,0,0,0,0,0,0,4,3.8,1.5,14,11,1,0,0
2300,-87.538693,41.659112,0,0,1,0,0,2,0,0,0,0,530,1805,59,36,25,1,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,84,37,1,84,58,7,29.4,31,0,0,0,0,0,0,0,0,2.7,2.1,0.1,12,10,1,0,0
2004,-87.716788,41.89923,0,1,0,0,0,2,0,0,0,0,444,1913,62,35,12,1,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.26,0.6,82,37,1,81,58,6,29.29,31,0,0,0,0,0,0,0,0,6.7,7.3,6.2,14,11,1,1,0
2502,-87.785288,41.923738,0,1,0,0,0,4,1,0,0,0,416,1929,64,36,20,1,60,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.23,0.76,82,38,1,82,60,7,29.18,34,0,0,0,0,0,0,0,0,6.2,6.6,5.8,19,15,1,1,0
4291,-87.736812,41.798697,0,1,0,0,13,0,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
1264,-87.800991,41.95469,0,0,1,0,41,33,0,0,0,0,541,1746,71,44,36,1,63,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
1148,-87.546587,41.740641,0,0,1,0,25,7,0,0,0,0,528,1809,46,22,16,29,42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
2630,-87.696269,41.868142,0,1,0,0,0,14,21,0,0,0,419,1931,66,39,20,1,62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,89,43,1,88,60,10,29.34,36,0,0,0,0,1,1,0,0,10.6,9.4,8.2,18,17,1,1,0
439,-87.705085,41.883284,0,1,0,0,1,1,1,0,0,0,445,1911,69,46,26,1,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
1487,-87.649642,41.732984,1,0,0,0,0,2,0,0,0,0,421,1916,55,23,13,28,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.28,0.85,64,25,26,62,54,1,29.11,23,0,0,0,0,0,0,0,0,8.3,8.1,6.8,13.2126647963936,13.2124986025331,1,1,0
2822,-87.707973,41.682587,0,1,0,0,5,5,0,0,0,0,438,1918,73,46,25,1,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
588,-87.678378,41.823065,0,1,0,0,0,1,0,0,0,0,451,1904,73,47,27,1,73,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
