"X","Longitude","Latitude","Season_code_1","Season_code_2","Season_code_3","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","Sunrise","Sunset","Tmin2","Tavg","Depart","Heat","DewPoint","TrapClusterNum_7","TrapClusterNum_9","TrapClusterNum_1","TrapClusterNum_5","TrapClusterNum_8","TrapClusterNum_6","TrapClusterNum_2","TrapClusterNum_10","TrapClusterNum_4","TrapClusterNum_3","Month_6","Month_8","Month_9","Month_10","Month_7","Month_5","ParasiticIn","Influenza","Tmax2","Tavg2","Heat2","Tmax","Tmin","Cool","StnPressure2","WetBulb2","FG2","BR2","TS","TSRA","TS2","TSRA2","HZ","RA","AvgSpeed2","AvgSpeed","ResultSpeed","RA45","RA45_2","pre45_1_2","pre45_1","PrecipTotal"
4404,-87.599862,41.673408,0,0,1,0,0,22,0,0,0,0,522,1819,62,37,23,1,58,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
655,-87.776385,41.942114,0,1,0,0,5,7,0,0,0,0,459,1854,72,41,22,1,67,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
2195,-87.731435,41.743402,0,1,0,0,0,9,0,0,0,0,512,1835,62,29,14,2,60,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,67,30,1,67,61,1,29.41,32,0,1,0,0,0,0,0,1,11,9.7,9.1,14,13,1,0,0.95
3398,-87.654224,41.867108,0,0,1,0,0,9,5,0,0,0,540,1748,48,20,14,3,44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
3146,-87.666066,41.98728,0,1,0,0,0,1,0,0,0,0,511,1837,61,36,19,1,58,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
2013,-87.69181,41.963976,0,1,0,0,2,1,2,0,0,1,444,1913,62,35,12,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,82,37,1,81,58,6,29.29,31,0,0,0,0,0,0,0,0,6.7,7.3,6.2,14,11,1,1,0
4163,-87.694991,41.857402,0,1,0,0,12,7,0,0,0,0,459,1854,57,30,15,1,53,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
3400,-87.649642,41.732984,0,0,1,0,0,3,1,0,0,0,540,1748,48,20,14,3,44,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
1049,-87.604498,41.644612,0,0,1,0,0,2,0,0,0,0,521,1821,72,43,29,1,63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,47,1,90,66,14,29.31,38,0,0,0,0,0,0,0,1,6.7,6.5,6.4,18,12,1,1,0
1037,-87.667827,41.825902,0,0,1,0,1,0,0,0,0,0,521,1821,72,43,29,1,63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,47,1,90,66,14,29.31,38,0,0,0,0,0,0,0,1,6.7,6.5,6.4,18,12,1,1,0
4493,-87.770899,41.994679,0,0,1,0,0,2,0,0,0,0,536,1755,70,42,32,1,68,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
3067,-87.716788,41.89923,0,1,0,0,0,6,3,0,0,2,503,1848,67,41,23,1,63,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
3066,-87.724608,41.662014,0,1,0,0,1,3,0,0,0,2,503,1848,67,41,23,1,63,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
3417,-87.807277,42.009876,0,0,1,0,0,2,2,0,0,0,547,1735,47,16,16,7,41,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.25,0.57,58,18,5,57,45,1,29.37,16,0,0,0,0,0,0,0,1,16.3,15,14.6,18,18,0,1,0.09
262,-87.824812,41.974089,0,1,0,0,4,0,1,0,0,0,432,1924,69,42,21,1,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.29,0.67,85,42,1,85,69,13,29.18,40,0,1,0,1,1,1,0,1,10.6,10.1,9.1,14,15,0,1,1.55
1915,-87.632085,41.921965,0,1,0,0,4,9,11,1,0,0,431,1925,58,29,2,2,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,70,29,2,70,57,1,29.21,26,0,0,0,0,0,0,0,0,10.4,10.8,10.6,15,16,1,1,0
2272,-87.703047,41.77166,0,0,1,0,0,2,2,0,0,0,530,1805,59,36,25,1,55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,84,37,1,84,58,7,29.4,31,0,0,0,0,0,0,0,0,2.7,2.1,0.1,12,10,1,0,0
4365,-87.728492,41.984809,0,0,1,0,19,3,0,0,0,0,522,1819,62,37,23,1,58,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
1381,-87.745602,41.759346,0,0,1,0,3,11,0,0,0,0,552,1729,56,32,28,1,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.27,0.77,83,35,1,82,51,3,29.39,31,0,0,0,0,0,0,1,0,5.9,4.6,3.9,12,9,1,1,0
2061,-87.724608,41.662014,0,1,0,0,2,6,1,0,0,0,451,1904,67,34,12,1,59,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.26,0.6,74,36,1,74,64,5,29.41,32,0,1,0,0,0,0,0,1,7.2,7.8,7.3,14,11,1,0,0.33
4475,-87.586427,41.778748,0,0,1,0,0,7,0,0,0,0,528,1809,63,37,25,1,59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
672,-87.728492,41.984809,0,1,0,0,1,1,0,0,0,0,459,1854,72,41,22,1,67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
1122,-87.666343,41.822536,0,0,1,0,0,2,0,0,0,0,528,1809,46,22,16,29,42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
2636,-87.666901,41.868077,0,1,0,0,3,92,3,0,0,0,419,1931,66,39,20,1,62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,89,43,1,88,60,10,29.34,36,0,0,0,0,1,1,0,0,10.6,9.4,8.2,18,17,1,1,0
3737,-87.69181,41.963976,0,1,0,0,0,0,2,0,0,0,424,1929,71,43,23,1,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
3805,-87.696269,41.868142,0,1,0,0,0,84,28,0,0,0,427,1928,60,36,10,1,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
2523,-87.696269,41.868142,0,1,0,0,0,16,21,0,0,0,416,1929,64,36,20,1,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,82,38,1,82,60,7,29.18,34,0,0,0,0,0,0,0,0,6.2,6.6,5.8,19,15,1,1,0
3680,-87.666901,41.868077,0,1,0,0,0,16,0,0,0,0,419,1931,68,40,22,1,61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,83,41,1,83,67,11,28.97,34,0,0,0,0,0,0,0,1,9.8,10.9,10.5,21,20,1,1,0
1267,-87.795585,41.999129,0,0,1,0,1,10,0,0,0,0,541,1746,71,44,36,1,63,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
4563,-87.777189,41.960616,0,0,1,0,2,0,0,0,0,0,543,1742,55,28,21,13,52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
750,-87.538693,41.659112,0,1,0,0,279,177,0,3,0,0,501,1851,65,35,10,1,54,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,80,38,1,79,60,6,29.46,31,0,0,0,0,0,0,0,0,7.4,6.8,5.9,14,11,0,1,0
3901,-87.605294,41.750498,0,1,0,0,0,20,44,0,0,0,433,1923,75,49,28,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
2616,-87.747113,41.991429,0,1,0,0,0,1,0,0,0,0,419,1931,66,39,20,1,62,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.23,0.76,89,43,1,88,60,10,29.34,36,0,0,0,0,1,1,0,0,10.6,9.4,8.2,18,17,1,1,0
4428,-87.752411,41.778297,0,0,1,0,10,16,3,0,0,0,528,1809,63,37,25,1,59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
4504,-87.726737,41.911824,0,0,1,0,30,0,0,0,0,0,536,1755,70,42,32,1,68,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
432,-87.728492,41.984809,0,1,0,0,0,11,1,0,0,0,445,1911,69,46,26,1,62,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
3073,-87.696269,41.868142,0,1,0,0,0,5,4,0,0,0,503,1848,67,41,23,1,63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
3643,-87.777921,42.008314,0,1,0,0,0,2,0,0,0,0,418,1931,66,42,24,1,67,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.24,0.72,91,44,1,90,64,13,29.08,38,0,1,0,0,0,0,0,0,6.8,7.2,7.2,20,19,1,1,0.92
4467,-87.629798,41.878114,0,0,1,0,0,1,0,0,0,0,528,1809,63,37,25,1,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
4192,-87.586427,41.778748,0,1,0,0,2,0,0,0,0,0,459,1854,57,30,15,1,53,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
4548,-87.562889,41.766202,0,0,1,0,0,1,0,0,0,0,536,1755,70,42,32,1,68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
3896,-87.642984,41.803423,0,1,0,0,0,31,10,0,0,0,433,1923,75,49,28,1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
3681,-87.666343,41.822536,0,1,0,0,0,9,3,0,0,0,419,1931,68,40,22,1,61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,83,41,1,83,67,11,28.97,34,0,0,0,0,0,0,0,1,9.8,10.9,10.5,21,20,1,1,0
2009,-87.701431,41.906638,0,1,0,0,0,1,0,0,0,0,444,1913,62,35,12,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,82,37,1,81,58,6,29.29,31,0,0,0,0,0,0,0,0,6.7,7.3,6.2,14,11,1,1,0
3727,-87.724608,41.662014,0,1,0,0,0,43,0,0,0,0,424,1929,71,43,23,1,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
26,-87.763416,41.801498,0,1,0,0,0,1,0,0,0,0,417,1923,51,21,17,30,48,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.26,0.8,63,22,29,64,47,1,29.16,21,0,1,0,0,0,0,0,1,8.1,7.6,5.2,16.3162312117209,19.6483478067053,1,1,0.42
2526,-87.687769,42.01743,0,1,0,0,0,0,2,0,0,0,416,1929,64,36,20,1,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,82,38,1,82,60,7,29.18,34,0,0,0,0,0,0,0,0,6.2,6.6,5.8,19,15,1,1,0
2617,-87.746381,41.925198,0,1,0,0,0,0,0,0,0,1,419,1931,66,39,20,1,62,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.23,0.76,89,43,1,88,60,10,29.34,36,0,0,0,0,1,1,0,0,10.6,9.4,8.2,18,17,1,1,0
1630,-87.642984,41.803423,0,1,0,0,0,2,0,0,0,0,416,1927,50,27,14,24,49,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,72,26,25,74,49,1,29.3,24,0,0,0,0,0,0,0,1,6.7,5.8,4.4,15.2951659155589,11.1275750174246,1,1,0
2320,-87.731435,41.743402,0,0,1,0,0,145,3,0,0,0,533,1758,54,26,11,25,52,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,71,28,13,72,50,1,29.51,26,0,0,0,0,0,0,0,0,5.4,4.2,3.4,11,9,1,0,0
3327,-87.694991,41.857402,0,0,1,0,0,1,0,0,0,0,532,1760,48,17,4,6,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,59,19,4,58,46,1,29.65,16,0,0,0,0,0,0,0,0,3.7,3.3,1.4,13,13,0,1,0
2219,-87.535198,41.680946,0,1,0,0,1,3,0,0,0,0,512,1835,62,29,14,2,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,67,30,1,67,61,1,29.41,32,0,1,0,0,0,0,0,1,11,9.7,9.1,14,13,1,0,0.95
917,-87.69181,41.963976,0,1,0,0,5,4,0,0,0,0,509,1840,69,40,22,1,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
4226,-87.716788,41.89923,0,1,0,0,47,30,6,0,0,0,506,1843,67,38,20,1,67,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
4217,-87.746381,41.925198,0,1,0,0,0,7,0,0,0,0,506,1843,67,38,20,1,67,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
2292,-87.600963,41.728495,0,0,1,0,0,2,0,0,0,0,530,1805,59,36,25,1,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,84,37,1,84,58,7,29.4,31,0,0,0,0,0,0,0,0,2.7,2.1,0.1,12,10,1,0,0
3984,-87.538693,41.659112,0,1,0,0,0,65,101,0,0,0,438,1918,58,34,13,1,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
1787,-87.678649,41.768388,0,1,0,0,0,3,0,0,0,0,423,1930,63,38,19,1,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26,0.6,85,39,1,86,60,9,29.2,32,0,0,0,0,0,0,0,0,5.5,7.8,7.5,17,16,1,1,0
2730,-87.785288,41.923738,0,1,0,0,0,5,0,0,0,0,429,1926,71,44,23,1,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,44,1,87,70,15,29.33,36,0,0,0,0,0,0,0,0,6.8,6.7,5.4,13,13,1,0,0
235,-87.675919,42.006858,0,1,0,0,0,1,0,0,0,0,426,1928,63,35,11,1,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,77,35,1,77,62,6,29.28,28,0,0,0,0,0,0,0,0,11.2,10.9,8.8,15,15,0,0,0
1945,-87.731435,41.743402,0,1,0,0,9,230,7,0,0,0,437,1919,62,37,10,1,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,83,38,1,83,61,8,29.14,34,0,0,0,1,0,1,0,1,9.6,9.8,8.9,16,14,1,1,0.14
3636,-87.832763,41.944869,0,1,0,0,0,1,1,0,0,0,418,1931,66,42,24,1,67,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.24,0.72,91,44,1,90,64,13,29.08,38,0,1,0,0,0,0,0,0,6.8,7.2,7.2,20,19,1,1,0.92
4392,-87.654224,41.867108,0,0,1,0,12,24,0,0,0,0,522,1819,62,37,23,1,58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
2044,-87.811506,42.011601,0,1,0,0,0,9,0,0,0,0,451,1904,67,34,12,1,59,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.26,0.6,74,36,1,74,64,5,29.41,32,0,1,0,0,0,0,0,1,7.2,7.8,7.3,14,11,1,0,0.33
2150,-87.794896,41.94016,0,1,0,0,2,69,9,0,0,0,510,1839,61,36,19,1,61,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.6,82,37,1,83,59,7,29.39,34,0,0,0,0,0,0,0,0,8.6,9.2,9.1,12,11,0,0,0
4560,-87.785288,41.923738,0,0,1,0,0,5,0,0,0,0,543,1742,55,28,21,13,52,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
4425,-87.763416,41.801498,0,0,1,0,20,0,0,0,0,0,528,1809,63,37,25,1,59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
546,-87.79518,41.921177,0,1,0,0,8,15,0,0,0,0,451,1904,73,47,27,1,73,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
3890,-87.655232,41.896282,0,1,0,0,0,2,0,0,0,0,433,1923,75,49,28,1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
2714,-87.590773,41.754292,0,1,0,0,0,0,1,0,0,0,426,1928,70,45,25,1,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
2178,-87.605294,41.750498,0,1,0,0,0,1,0,0,0,0,510,1839,61,36,19,1,61,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,82,37,1,83,59,7,29.39,34,0,0,0,0,0,0,0,0,8.6,9.2,9.1,12,11,0,0,0
1739,-87.64997,41.723195,0,1,0,0,0,0,4,0,0,0,418,1931,72,43,25,1,60,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.28,0.85,86,44,1,86,69,14,29.2,36,0,0,0,0,0,0,0,0,8,8.2,6.4,15,15,1,1,0
2326,-87.716788,41.89923,0,0,1,0,0,0,1,0,0,0,533,1758,54,26,11,25,52,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.26,0.6,71,28,13,72,50,1,29.51,26,0,0,0,0,0,0,0,0,5.4,4.2,3.4,11,9,1,0,0
2104,-87.763416,41.801498,0,1,0,0,0,15,1,0,0,0,457,1856,63,38,18,1,55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,86,40,1,86,60,9,29.44,32,0,0,0,0,0,0,0,0,4,3.8,1.5,14,11,1,0,0
1111,-87.688267,41.903002,0,0,1,0,1,2,0,0,0,0,528,1809,46,22,16,29,42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
909,-87.702575,41.958271,0,1,0,0,4,3,0,0,0,0,509,1840,69,40,22,1,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
2601,-87.565666,41.704572,0,1,0,0,0,4,2,0,0,0,417,1931,60,29,15,2,56,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,68,29,2,68,60,1,29.13,28,0,0,0,0,0,0,0,0,8.7,9.6,9.4,20,16,1,1,0
1237,-87.627561,41.869216,0,0,1,0,2,1,0,0,0,0,536,1755,68,40,30,1,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,84,41,1,84,65,11,29.47,34,0,0,0,0,0,0,0,0,9,9.7,5,17,11,1,1,0
1299,-87.702575,41.958271,0,0,1,0,2,3,0,0,0,0,541,1746,71,44,36,1,63,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
3811,-87.671457,41.947227,0,1,0,0,0,16,7,0,0,0,427,1928,60,36,10,1,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
322,-87.531635,41.686398,0,1,0,0,21,63,1,0,0,0,432,1924,69,42,21,1,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,85,42,1,85,69,13,29.18,40,0,1,0,1,1,1,0,1,10.6,10.1,9.1,14,15,0,1,1.55
3261,-87.689778,41.986921,0,0,1,0,0,5,0,0,0,0,528,1809,64,40,28,1,59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,86,40,1,86,64,11,29.24,34,0,0,0,0,0,0,0,0,9.3,10.9,10.5,12,12,0,1,0
3898,-87.629798,41.878114,0,1,0,0,0,3,6,0,0,0,433,1923,75,49,28,1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
2987,-87.807277,42.009876,0,1,0,0,2,7,0,0,0,0,456,1858,65,36,10,1,59,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,0.57,82,39,1,81,60,7,29.28,33,0,0,0,0,0,0,0,0,8.4,8.5,8.3,10,9,0,1,0
2341,-87.671457,41.947227,0,0,1,0,0,2,1,0,0,0,533,1758,54,26,11,25,52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,71,28,13,72,50,1,29.51,26,0,0,0,0,0,0,0,0,5.4,4.2,3.4,11,9,1,0,0
2721,-87.535198,41.680946,0,1,0,0,0,4,1,0,0,2,426,1928,70,45,25,1,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
2345,-87.655232,41.896282,0,0,1,0,0,3,0,0,0,0,533,1758,54,26,11,25,52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,71,28,13,72,50,1,29.51,26,0,0,0,0,0,0,0,0,5.4,4.2,3.4,11,9,1,0,0
1510,-87.757639,41.964242,0,1,0,0,0,0,4,0,0,0,419,1920,50,19,2,4,46,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.28,0.85,61,21,30,60,48,1,29.42,20,0,1,0,0,0,0,0,1,9.2,8,7.4,12.0883152079486,11.048196270827,1,1,0.12
1038,-87.666901,41.868077,0,0,1,0,0,10,0,0,0,0,521,1821,72,43,29,1,63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,47,1,90,66,14,29.31,38,0,0,0,0,0,0,0,1,6.7,6.5,6.4,18,12,1,1,0
4114,-87.627096,41.776428,0,1,0,0,12,13,9,0,0,0,452,1903,69,37,1,1,56,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,79,39,1,78,65,8,29.33,31,0,0,0,0,0,0,0,0,10.8,9.3,8.6,11,15,0,1,0
250,-87.627796,41.821582,0,1,0,0,0,11,1,0,0,0,426,1928,63,35,11,1,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,77,35,1,77,62,6,29.28,28,0,0,0,0,0,0,0,0,11.2,10.9,8.8,15,15,0,0,0
1290,-87.726737,41.911824,0,0,1,0,2,0,0,0,0,0,541,1746,71,44,36,1,63,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
43,-87.676709,41.688324,0,1,0,0,0,0,4,0,0,0,417,1923,51,21,17,30,48,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.26,0.8,63,22,29,64,47,1,29.16,21,0,1,0,0,0,0,0,1,8.1,7.6,5.2,16.3162312117209,19.6483478067053,1,1,0.42
