"ID","Station2","Date2","Tmax2","Tmin2","Tavg2","DewPoint2","WetBulb2","Heat2","Cool2","PrecipTotal2","StnPressure2","SeaLevel2","ResultSpeed2","ResultDir2","AvgSpeed2","BCFG2","BR2","DZ2","FG2","FG.2","FU2","GR2","HZ2","RA2","SN2","SQ2","TS2","TSRA2","VCFG2","VCTS2","Tmax2.imp","Tavg2.imp","PrecipTotal2.imp","RA45.2","PT45_gt052.imp","Tmax2.i","RA45.2i","PT45_gt052.i"
434,2,"2009-07-05",82,61,37,59,33,1,8,0.03,29.25,29.9,0.3,36,2.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,82,37,0.03,16,1,82,16,1
435,2,"2009-07-06",85,63,39,54,32,1,10,0,29.2,29.84,4.2,30,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,39,0,16,1,85,16,1
436,2,"2009-07-07",76,65,36,55,30,1,7,0,29.24,29.88,5.9,7,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,0,16,1,76,16,1
437,2,"2009-07-08",68,62,30,55,28,1,1,0.17,29.34,29.98,7,8,7.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,30,0.17,17,1,68,17,1
438,2,"2009-07-09",80,63,37,58,33,1,8,0,29.41,30.05,6.5,10,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,37,0,16,1,80,16,1
439,2,"2009-07-10",84,67,41,65,37,1,12,0.12,29.41,30.04,3.6,21,4.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,84,41,0.12,16,1,84,16,1
440,2,"2009-07-11",85,68,42,60,36,1,13,1.12,29.39,30.02,5.9,29,7.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,85,42,1.12,16,1,85,16,1
441,2,"2009-07-12",82,60,36,50,29,1,7,0,29.41,30.05,1.9,33,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,36,0,16,1,82,16,1
442,2,"2009-07-13",78,66,37,48,28,1,8,0,29.41,30.05,5.8,7,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,37,0,16,1,78,16,1
443,2,"2009-07-14",81,60,36,49,29,1,7,0,29.41,30.06,7.5,16,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,36,0,16,1,81,16,1
444,2,"2009-07-15",86,67,42,62,36,1,13,0.32,29.23,29.88,10,25,13.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,86,42,0.32,17,1,86,17,1
445,2,"2009-07-16",82,65,39,57,32,1,10,0.17,29.23,29.88,9.6,28,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,39,0.17,16,1,82,16,1
446,2,"2009-07-17",70,58,29,52,26,2,1,0,29.21,29.86,10.1,29,10.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,29,0,16,1,70,16,1
447,2,"2009-07-18",73,58,31,52,27,1,2,0,29.36,30,6.6,32,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,31,0,16,1,73,16,1
448,2,"2009-07-19",73,60,32,53,28,1,3,0,29.45,30.1,1.4,4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,32,0,16,1,73,16,1
449,2,"2009-07-20",76,59,33,56,30,1,4,0,29.42,30.08,6.2,10,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,33,0,16,1,76,16,1
450,2,"2009-07-21",82,64,38,56,32,1,9,0,29.33,29.99,4.9,14,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,38,0,15,1,82,15,1
451,2,"2009-07-22",79,66,38,59,33,1,9,0,29.28,29.93,2.8,11,5.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,79,38,0,14,1,79,14,1
452,2,"2009-07-23",79,63,36,60,33,1,7,0.1,29.26,29.91,1.7,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,79,36,0.1,13,1,79,13,1
453,2,"2009-07-24",83,62,38,60,34,1,9,0.19,29.14,29.82,8.7,23,9.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,83,38,0.19,14,1,83,14,1
454,2,"2009-07-25",81,66,39,59,34,1,10,0,29.08,29.71,10.8,27,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,39,0,13,1,81,13,1
455,2,"2009-07-26",82,64,38,59,34,1,9,0,29.18,29.8,9.1,29,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,38,0,12,1,82,12,1
456,2,"2009-07-27",84,66,40,61,36,1,11,0.03,29.21,29.85,9.2,23,9.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,40,0.03,13,1,84,13,1
457,2,"2009-07-28",86,68,42,62,36,1,13,0.01,29.13,29.77,6.5,28,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,42,0.01,12,1,86,12,1
458,2,"2009-07-29",79,66,38,52,30,1,9,0,29.19,29.82,3.8,3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,38,0,12,1,79,12,1
459,2,"2009-07-30",80,65,38,57,32,1,9,0,29.2,29.84,4.9,24,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,38,0,12,1,80,12,1
460,2,"2009-07-31",82,62,37,55,31,1,8,0,29.29,29.92,5.9,27,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,37,0,11,1,82,11,1
461,2,"2009-08-01",75,63,34,59,32,1,5,0.01,29.24,29.9,10.6,23,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,34,0.01,11,1,75,11,1
462,2,"2009-08-02",79,58,34,52,28,1,5,0,29.26,29.92,6.2,26,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,34,0,11,1,79,11,1
463,2,"2009-08-03",86,68,42,61,35,1,13,0.06,29.17,29.81,11,21,11.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86,42,0.06,11,1,86,11,1
464,2,"2009-08-04",86,69,43,63,37,1,14,0,29.21,29.85,1.8,5,6.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,86,43,0,11,1,86,11,1
465,2,"2009-08-05",79,66,38,56,32,1,9,0,29.4,30.03,3.8,6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,38,0,10,1,79,10,1
466,2,"2009-08-06",81,62,37,51,29,1,8,0,29.44,30.08,3.4,9,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,37,0,10,1,81,10,1
467,2,"2009-08-07",74,67,36,59,32,1,7,0.23,29.41,30.08,6.4,15,7.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,74,36,0.23,11,1,74,11,1
468,2,"2009-08-08",89,69,44,70,42,1,15,0.08,29.26,29.92,12.2,21,12.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,89,44,0.08,12,1,89,12,1
469,2,"2009-08-09",92,77,50,72,44,1,21,0.02,29.29,29.92,11.1,23,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,50,0.02,12,1,92,12,1
470,2,"2009-08-10",86,71,44,66,39,1,15,0,29.31,29.94,8.3,26,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,44,0,12,1,86,12,1
471,2,"2009-08-11",81,65,38,62,35,1,9,0,29.36,29.98,6.1,2,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,38,0,11,1,81,11,1
472,2,"2009-08-12",82,63,38,56,32,1,9,0,29.44,30.07,5.5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,38,0,11,1,82,11,1
473,2,"2009-08-13",86,63,40,55,32,1,11,0,29.44,30.09,2,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,40,0,11,1,86,11,1
474,2,"2009-08-14",88,67,43,59,35,1,14,0,29.44,30.08,6.3,21,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,43,0,11,1,88,11,1
475,2,"2009-08-15",89,70,45,61,37,1,16,0,29.38,30.02,8.3,19,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,45,0,10,1,89,10,1
476,2,"2009-08-16",90,71,46,68,40,1,17,0.27,29.34,29.97,9.3,21,10.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,90,46,0.27,11,1,90,11,1
477,2,"2009-08-17",83,71,42,68,40,1,13,0.59,29.34,29.98,5.1,22,7.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,83,42,0.59,12,1,83,12,1
478,2,"2009-08-18",84,66,40,61,35,1,11,0,29.33,29.97,8,27,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,40,0,11,1,84,11,1
479,2,"2009-08-19",81,64,38,62,35,1,9,0.61,29.15,29.82,5.9,16,8.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,81,38,0.61,11,1,81,11,1
480,2,"2009-08-20",79,64,37,61,34,1,8,0.12,29,29.65,12.2,23,12.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,79,37,0.12,12,1,79,12,1
481,2,"2009-08-21",74,59,32,58,30,1,3,0.05,29.13,29.75,10.1,27,13.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74,32,0.05,13,1,74,13,1
482,2,"2009-08-22",69,58,29,52,26,2,1,0,29.36,29.99,9.4,36,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,29,0,12,1,69,12,1
483,2,"2009-08-23",73,58,31,55,28,1,2,0,29.44,30.08,3.5,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,31,0,12,1,73,12,1
484,2,"2009-08-24",79,57,33,57,31,1,4,0,29.47,30.12,5,21,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,33,0,11,1,79,11,1
485,2,"2009-08-25",82,61,37,61,34,1,8,0,29.39,30.04,8.3,21,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,37,0,11,1,82,11,1
486,2,"2009-08-26",72,64,33,64,34,1,4,0.54,29.42,30.07,3.9,2,7.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,72,33,0.54,12,1,72,12,1
487,2,"2009-08-27",67,62,30,61,32,1,1,1.19,29.41,30.07,10.7,8,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,67,30,1.19,13,1,67,13,1
488,2,"2009-08-28",71,61,31,61,32,1,2,0.28,29.24,29.92,2.6,2,5.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,71,31,0.28,14,1,71,14,1
489,2,"2009-08-29",69,56,28,52,26,13,1,0.01,29.24,29.88,10.4,31,11.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69,28,0.01,13,1,69,13,1
490,2,"2009-08-30",66,51,24,47,22,27,1,0,29.5,30.13,9.4,1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,24,0,13,1,66,13,1
491,2,"2009-08-31",67,49,23,44,21,28,1,0,29.6,30.26,5.3,4,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,23,0,12,1,67,12,1
492,2,"2009-09-01",71,50,26,49,24,25,1,0,29.63,30.3,3.2,6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,26,0,12,1,71,12,1
493,2,"2009-09-02",72,53,28,51,25,13,1,0,29.56,30.23,3.2,8,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,28,0,12,1,72,12,1
494,2,"2009-09-03",75,57,31,55,29,1,2,0,29.48,30.14,5.2,6,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,31,0,12,1,75,12,1
495,2,"2009-09-04",75,58,32,55,29,1,3,0,29.49,30.14,3.8,4,4.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,75,32,0,12,1,75,12,1
496,2,"2009-09-05",78,57,33,57,31,1,4,0,29.54,30.19,5.2,6,5.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,78,33,0,12,1,78,12,1
497,2,"2009-09-06",77,66,37,59,33,1,8,0,29.52,30.17,6.3,8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,37,0,12,1,77,12,1
498,2,"2009-09-07",77,63,35,59,32,1,6,0,29.44,30.09,6.3,4,6.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,77,35,0,11,1,77,11,1
499,2,"2009-09-08",78,62,35,62,34,1,6,0,29.41,30.05,6.9,4,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,78,35,0,11,1,78,11,1
500,2,"2009-09-09",77,68,38,63,35,1,9,0,29.47,30.12,6.8,7,7.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,77,38,0,11,1,77,11,1
501,2,"2009-09-10",80,65,38,62,35,1,9,0,29.54,30.17,6.6,7,7.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80,38,0,10,1,80,10,1
502,2,"2009-09-11",78,64,36,59,33,1,7,0,29.49,30.15,6.4,8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,36,0,10,1,78,10,1
503,2,"2009-09-12",78,61,35,61,33,1,6,0,29.47,30.12,3.2,6,4.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,78,35,0,10,1,78,10,1
504,2,"2009-09-13",79,57,33,55,30,1,4,0.01,29.45,30.11,2.5,7,4.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,79,33,0.01,10,1,79,10,1
505,2,"2009-09-14",84,59,37,56,31,1,8,0,29.4,30.05,1.1,13,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,37,0,10,1,84,10,1
506,2,"2009-09-15",83,63,38,58,33,1,9,0,29.41,30.05,5.8,2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,38,0,10,1,83,10,1
507,2,"2009-09-16",72,62,32,54,29,1,3,0,29.54,30.18,12.5,6,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,32,0,10,1,72,10,1
508,2,"2009-09-17",71,54,28,51,26,13,1,0,29.51,30.17,4.5,8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,28,0,9,1,71,9,1
509,2,"2009-09-18",79,52,31,55,28,1,2,0,29.52,30.17,5.3,3,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,31,0,9,1,79,9,1
510,2,"2009-09-19",75,58,32,55,29,1,3,0,29.54,30.2,4.4,10,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,32,0,9,1,75,9,1
511,2,"2009-09-20",71,54,28,56,29,13,1,0.44,29.34,30.02,5.9,8,7.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,71,28,0.44,10,1,71,10,1
512,2,"2009-09-21",69,63,31,60,31,1,2,0,29.31,29.97,3.6,23,5.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,69,31,0,9,1,69,9,1
513,2,"2009-09-22",76,63,35,65,36,1,6,0.04,29.34,29.97,5.2,18,7.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,76,35,0.04,9,1,76,9,1
514,2,"2009-09-23",76,62,34,63,33,1,5,0,29.47,30.11,0.8,31,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,34,0,9,1,76,9,1
515,2,"2009-09-24",71,64,33,62,33,1,4,0,29.49,30.15,4.1,7,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,33,0,9,1,71,9,1
516,2,"2009-09-25",70,60,30,57,29,1,1,0.02,29.44,30.11,5.4,11,6.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,70,30,0.02,10,1,70,10,1
517,2,"2009-09-26",66,56,26,56,28,25,1,0,29.21,29.9,3.9,26,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,26,0,10,1,66,10,1
518,2,"2009-09-27",74,53,29,53,27,2,1,0.48,28.91,29.59,7.6,23,10.2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,74,29,0.48,10,1,74,10,1
519,2,"2009-09-28",63,50,22,42,18,29,1,0,28.98,29.61,19.8,28,20.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0,11,1,63,11,1
520,2,"2009-09-29",58,48,18,42,17,5,1,0,29.34,29.96,8.4,33,10.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,18,0,11,1,58,11,1
521,2,"2009-09-30",61,49,20,42,17,3,1,0,29.44,30.1,4.8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,20,0,10,1,61,10,1
522,2,"2009-10-01",59,44,17,46,18,6,1,0.59,29.18,29.9,8.8,13,8.7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,59,17,0.59,10,1,59,10,1
523,2,"2009-10-02",56,48,17,46,17,6,1,0.17,28.87,29.56,10,22,11.6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,56,17,0.17,11,1,56,11,1
524,2,"2009-10-03",58,47,18,47,18,5,1,0.03,29.08,29.71,9.4,26,9.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,58,18,0.03,12,1,58,12,1
525,2,"2009-10-04",61,45,18,42,16,5,1,0,29.34,29.99,8.9,27,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,18,0,11,1,61,11,1
526,2,"2009-10-05",61,42,17,42,16,6,1,0,29.35,30.04,2.9,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,17,0,10,1,61,10,1
527,2,"2009-10-06",62,49,21,46,19,30,1,0.05,28.97,29.66,9.5,24,15.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,62,21,0.05,11,1,62,11,1
528,2,"2009-10-07",60,45,18,39,15,5,1,0,29.31,29.96,8.5,26,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,18,0,11,1,60,11,1
529,2,"2009-10-08",54,47,16,46,18,7,1,0.14,29.25,29.93,4.8,20,5.6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,54,16,0.14,12,1,54,12,1
530,2,"2009-10-09",52,40,11,44,15,12,1,0.43,29.26,29.92,9.3,35,10.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,52,11,0.43,13,1,52,13,1
531,2,"2009-10-10",48,33,6,30,5,18,1,0,29.55,30.21,7.8,29,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,12,1,48,12,1
532,2,"2009-10-11",45,29,2,23,2,22,1,0,29.67,30.36,1.1,1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,11,1,45,11,1
533,2,"2009-10-12",49,42,11,34,9,12,1,0,29.5,30.2,0.6,24,3.5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,49,11,0,11,1,49,11,1
534,2,"2009-10-13",48,36,7,32,8,17,1,0,29.66,30.35,8.5,2,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,0,11,1,48,11,1
535,2,"2009-10-14",48,42,10,36,10,14,1,0.03,29.47,30.17,10.7,10,11.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,48,10,0.03,12,1,48,12,1
536,2,"2009-10-15",44,41,8,38,9,16,1,0.33,29.31,30,9.4,7,10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,44,8,0.33,13,1,44,13,1
537,2,"2009-10-16",46,40,8,36,9,16,1,0.08,29.46,30.13,7.1,35,8.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,46,8,0.08,14,1,46,14,1
538,2,"2009-10-17",52,39,11,34,9,12,1,0.01,29.64,30.3,6.9,35,7.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,11,0.01,15,1,52,15,1
539,2,"2009-10-18",53,33,8,33,9,16,1,0,29.55,30.26,5.8,21,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,8,0,15,1,53,15,1
540,2,"2009-10-19",66,43,20,40,16,3,1,0,29.32,30.01,10.7,21,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,20,0,15,1,66,15,1
541,2,"2009-10-20",64,51,23,47,21,28,1,0.05,29.38,30.03,6.4,19,7.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,23,0.05,16,1,64,16,1
542,2,"2009-10-21",70,55,28,50,24,13,1,0.01,29.32,29.99,11.1,21,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,28,0.01,16,1,70,16,1
543,2,"2009-10-22",58,49,19,49,20,4,1,0.84,29.23,29.93,8.7,6,13.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,58,19,0.84,17,1,58,17,1
544,2,"2009-10-23",62,44,18,50,20,5,1,1.29,28.8,29.48,6.6,19,15.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,62,18,1.29,18,1,62,18,1
545,2,"2009-10-24",49,39,9,37,10,15,1,0.05,29.1,29.74,9.6,26,10.3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,49,9,0.05,19,1,49,19,1
546,2,"2009-10-25",63,44,19,43,17,4,1,0.24,29.32,29.97,6.3,19,7.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,19,0.24,20,1,63,20,1
547,2,"2009-10-26",55,50,18,47,18,5,1,0.13,29.35,30.02,5.2,21,6.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,55,18,0.13,21,1,55,21,1
548,2,"2009-10-27",52,48,15,46,17,8,1,0.16,29.24,29.94,5.5,5,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,52,15,0.16,22,1,52,22,1
549,2,"2009-10-28",58,50,19,49,20,4,1,0,29.34,29.99,1.8,13,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,58,19,0,22,1,58,22,1
550,2,"2009-10-29",60,48,19,50,21,4,1,1.05,29.28,29.99,11.1,14,11.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,60,19,1.05,23,1,60,23,1
551,2,"2009-10-30",68,47,23,54,25,28,1,1.15,28.87,29.56,15.7,21,17.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,23,1.15,24,1,68,24,1
552,2,"2009-10-31",47,37,7,31,7,17,1,0.01,29.25,29.87,13.4,26,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,0.01,24,1,47,24,1
553,2,"2010-05-01",71,61,31,54,28,1,2,0.01,28.95,29.59,7.4,22,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71,31,0.01,25,1,71,25,1
554,2,"2010-05-02",68,54,26,52,25,25,1,0.31,28.97,29.6,2.8,26,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,26,0.31,26,1,68,26,1
555,2,"2010-05-03",72,52,27,45,22,24,1,0,29.13,29.77,8.9,25,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,27,0,26,1,72,26,1
556,2,"2010-05-04",80,53,32,43,23,1,3,0,29.13,29.78,12.1,21,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,32,0,25,1,80,25,1
557,2,"2010-05-05",73,57,30,37,20,1,1,0,29.15,29.77,9.7,27,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,30,0,25,1,73,25,1
558,2,"2010-05-06",60,48,19,39,15,4,1,0.05,29.33,29.99,5.9,6,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,19,0.05,24,1,60,24,1
559,2,"2010-05-07",59,46,18,46,18,5,1,0.74,29.04,29.73,3.7,31,13.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,59,18,0.74,25,1,59,25,1
560,2,"2010-05-08",50,42,11,35,10,12,1,0.08,29.42,30.06,13.6,29,14.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,11,0.08,26,1,50,26,1
561,2,"2010-05-09",56,37,12,29,9,11,1,0,29.66,30.32,1.8,6,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,25,1,56,25,1
562,2,"2010-05-10",58,43,16,29,11,7,1,0,29.54,30.25,12.5,12,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,16,0,26,1,58,26,1
563,2,"2010-05-11",59,44,17,46,17,6,1,0.72,29.21,29.89,3,12,10.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,59,17,0.72,27,1,59,27,1
564,2,"2010-05-12",53,46,15,45,16,8,1,0.14,29.41,30.09,8.3,6,10,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,53,15,0.14,27,1,53,27,1
565,2,"2010-05-13",78,49,29,54,26,2,1,0.97,29.28,29.93,5.9,25,13.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,78,29,0.97,28,1,78,28,1
566,2,"2010-05-14",67,49,23,43,20,28,1,0,29.52,30.17,11.9,26,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,23,0,28,1,67,28,1
567,2,"2010-05-15",63,47,20,41,17,3,1,0,29.59,30.25,4,5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,20,0,27,1,63,27,1
568,2,"2010-05-16",66,46,21,43,19,30,1,0,29.48,30.17,11.1,5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,26,1,66,26,1
569,2,"2010-05-17",60,52,21,43,18,30,1,0.11,29.35,30.03,7.9,3,8.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,60,21,0.11,26,1,60,26,1
570,2,"2010-05-18",62,49,21,41,17,30,1,0,29.31,29.98,9.6,2,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,21,0,26,1,62,26,1
571,2,"2010-05-19",73,46,25,39,19,26,1,0,29.36,30.02,6.4,4,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,25,0,26,1,73,26,1
572,2,"2010-05-20",72,51,27,49,24,24,1,0.09,29.35,30.02,6.3,12,7.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72,27,0.09,26,1,72,26,1
573,2,"2010-05-21",72,56,29,58,29,2,1,0.4,29.21,29.87,5,12,6.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,72,29,0.4,27,1,72,27,1
574,2,"2010-05-22",72,58,30,59,30,1,1,0.01,29.29,29.94,2.7,9,6.1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,72,30,0.01,26,1,72,26,1
575,2,"2010-05-23",89,65,42,65,38,1,13,0,29.33,29.96,9.7,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,42,0,25,1,89,25,1
576,2,"2010-05-24",91,73,47,66,40,1,18,0,29.39,30.01,6.3,13,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,47,0,25,1,91,25,1
577,2,"2010-05-25",87,71,44,61,37,1,15,0,29.39,30.02,6.4,12,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,44,0,25,1,87,25,1
578,2,"2010-05-26",85,70,43,62,37,1,14,0,29.34,29.98,3.2,2,5.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,85,43,0,25,1,85,25,1
579,2,"2010-05-27",77,63,35,50,28,1,6,0,29.36,30,12.7,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,35,0,25,1,77,25,1
580,2,"2010-05-28",76,59,33,49,27,1,4,0,29.33,29.99,10,2,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,33,0,24,1,76,24,1
